,Unnamed: 0,video_id,author,comment,comment_stem,vectores_tfidf,sentiment
10,10,a7it63FFDYQ,UCQ-c5nA_h5mnnelNWeRwQJQ,BONITA LA VIOLENCIA ES VIOLENCIA Y NO MAREEMOS LA PERDIZ!YA QUE HAY VIOLENCIA FEMINISTA!USTED DE FORMA VERBAL!EL PRESIDENTE!IK? VIOLENCIA A SECAS!,bonita violencia violencia mareemo perdiz violencia feminista ust forma verbal president violencia seca,[0. 0. 0. ... 0. 0. 0.],-1.0
11,11,a7it63FFDYQ,UCpLcYf746qFvtIZQim--oqw,"Me parece un vídeo muy refrescante, la verdad. Ya era hora de que más gente empiece a pensar críticamente y denunciar la corrupción del femenismo hegemónico sin necesidad de irse a otro extremo radical y protestar solo desde el conservadurismo, o incluso el machismo o la búsqueda narcisista de viralidad. Estar en contra de estos excesos no debería ser ni siquiera una declaración política, es una cuestión de simple dignidad y derechos humanos, de tener un mínimo de sentido de la justicia y respetar la igualdad de sexos.

Buen detalle ese comentario sobre Ismael Serrano: a mí me pasa lo mismo, políticamente me alejo bastante de sus creencias, pero aun así me gusta su música. Parece que la tentaculización política haya llegado a tal extremo que ya no se pueda disfrutar de nada si no se tiene una declaración ideológica del autor firmada por alguna causa activista... parezca que ya no se pueda disfrutar del arte por el arte, o incluso apreciar y escuchar ideas distintas a las tuyas y hasta sacar algo útil de ellas, aún disintiendo de la mayoría. Esa es una postura dogmática de la que es urgente alejarse si queremos empezar a sanar nuestra sociedad.

Lo único que me parece raro es que las voces discordantes no empiecen a crecer hasta ahora y no hace unos años, cuando ya era evidente que esto no se trataba de igualdad, sino de fracturar la sociedad y crear redes clientelares. Yo llevo desde el 2018 recopilando información de vez en cuando así que te dejo algunos links sobre cosas que has mencionado aquí, por si te interesan o te sirven de algo. 
Lo primero es en relación a lo que has comentado de si las chicas también miran los móviles de sus novios. Te dejo el enlace a la edición doble 2017-2019 del Barómetro Juventud y Género del Centro Reina Sofía, en el que estudiaron las actitudes de control y agresiones en las relaciones de los adolescentes y jóvenes en diferentes partes del país. En la página 33 se compararan los resultados por sexo y se puede apreciar que las diferencias son más bien moderadas, no abismales: https://www.adolescenciayjuventud.org/download/2666/ 

Lo segundo me parece extremadamente importante, porque la mayoría de la gente da totalmente por sentado que el maltrato a la pareja, especialmente el físico, se produce de hombre a mujer (mencionas algo por el estilo en este vídeo). Bien; esto, que lleva escuchándose en la tele día sí y día también, hasta el punto de aparentar una solidez y veracidad axiomática, es rotundamente falso. Es uno de los mayores mitos que ha conseguido implantar el feminismo en el imaginario colectivo. Pero es falso. La mayoría de las agresiones son bidireccionales. Esto es, se producen en parejas tóxicas con falta mutua de autocontrol en las que ambos miembros se agreden de manera regular. Esto sucede así entre un 50% y un 70% de las veces. En la violencia unidireccional, ambos sexos agreden de manera más o menos similar. Lo más curioso es que esto ni siquiera es algo novedoso ni revolucionario dentro de la psicología conductual o la medicina forense; todos estudios científicos internacionales llevan demostrando esto sistemáticamente desde hace más de cuarenta años. 

Esta es una recopilación de doce mil estudios organizados demostrando la bidireccionalidad de la violencia de pareja. Es el mayor meta-análisis que existe sobre el tema → https://domesticviolenceresearch.org/pdf/Overviewof%20Findings.Dec.7.pdf

Por si alguien lo prefiere en español, dejo también el enlace a otro magnífico meta-análisis de quinientos estudios científicos → http://www.escorrecto.org/ 

Lo que sí es cierto que tiene una clara asimetría por sexo son las MUERTES en pareja. Aproximadamente se da en una proporción de 5:1, por cada cinco mujeres asesinadas en la pareja hay un hombre asesinado. Pero esto es debido fundamentalmente a que el hombre suele tener más fuerza física y es más fácil que en una pelea cause una lesión mortal. Este es un análisis policial de los homicidios en pareja y filicidios cometidos en España durante todo un año. Más de la mitad de las muertes se producen mediante un arma blanca, lo que apunta en esa dirección → https://t.co/YbkGDpF2fn 

La bidireccionalidad en las agresiones y maltrato existe de igual manera en las relaciones homosexuales. De hecho, las tasas más altas tanto en maltrato físico como psicológico se da en las parejas de lesbianas, si bien tienen la tasa de homicidios más baja. Por el contrario, las parejas gays tienen menores tasas de maltrato que las heterosexuales y las lesbianas pero tienen las tasas más altas de homicidios de todas → https://www.cdc.gov/violenceprevention/pdf/nisvs_sofindings.pdf (Datos señalados en las páginas 2 y 18). 
De nuevo, esto apunta a una asimetría en la mortandad provocada por la mayor fuerza física del hombre y no tanto por la frecuencia del maltrato.

En este estudio también podemos ver cómo las parejas de homosexuales y bisexuales tienen tasas más altas de maltrato → https://www.researchgate.net/publication/275220195_Intimate_Partner_Violence_Among_Sexual_Minority_Populations_A_Critical_Review_of_the_Literature_and_Agenda_for_Future_Research 

Este es un artículo en español escrito por un neurobiólogo acerca de cómo los detonadores de la violencia se deben a causas muy distintas de las enarboladas por las ideologías de género → https://evolucionyneurociencias.blogspot.com/2018/05/el-paradigma-de-genero-no-explica-la.html Y este es otro estudio muy interesante que trata acerca de cómo las agresiones en pareja son un problema más humano que derivado de estereotipos sexuales → https://www.researchgate.net/publication/236018381_Partner_Abuse_Worldwide 


Y ya como tercer y último tema, quiero señalar el apunte que has hecho sobre los asesinatos de mujeres nada más empezar el tema, al decir que todos ellos son una tragedia. Entiendo que la intención era amortiguar el resto de las críticas con una diplomacia conciliadora; y respeto esas pretensiones de concordia; pero no puedo pasar sin criticar duramente el uso demagógico y sensacionalista que se hace de esa sensibilidad que tenemos como sociedad hacia los homicidios femeninos. El asesinato de cualquier mujer es una tragedia personal y familiar, obviamente, pero, por mal que le suene a algunos, no es una tragedia nacional; y para los políticos menos todavía. A los políticos les importa entre cero y nada que muera un ciudadano corriente, y la única razón por la cual organizan una pantomima dramática cada vez que la asesinada es una mujer es porque ni siquiera tienen el mínimo respeto de respetar a su familia en duelo sin instrumentalizar a conveniencia el triste destino de esa víctima. La frivolidad, la psicopatía y la perversidad la tienen quienes convierten el nombre y el dolor de una asesinada en propaganda política desde sus tribunas y platós, no quienes les criticamos. Y para recuperar un poco de realismo y objetividad frente a toda esa emotividad impostada, conviene recordar que las tasas españolas de homicidio de mujeres en la pareja son de las más bajas de Europa: https://www.statista.com/chart/16336/homicides-of-women-by-intimate-partners-per-100000-inhabitants-in-europe/ 
Y mientras que el maltrato es claramente un fenóneno mucho más reducible, hay quien opina que las víctimas mortales están ya cerca de las tasas de inevitabilidad, apenas llega a 60 mujeres al año en un país de 47 millones. Por supuesto que lo ideal sería 0, pero puestos a vivir en los mundos de Yupi también podemos escribirle a los Reyes Magos que reduzcan a cero las 1.700 víctimas mortales de accidentes de tráfico que tenemos cada año, o las 10.000 personas que mueren por diabetes, o los 3.500 ahogados anuales ( https://www.ine.es/jaxi/Tabla.htm?tpx=55863&L=0 ). Que el feminismo institucional trate de convencer de que es urgente subvencionarlo mientras exista una sola asesinada, es solo una forma de asegurarse un negocio perpetuo, porque es evidente que 0 violencia nunca se va a alcanzar.

En fin, te doy las gracias de corazón por hacer este vídeo, menos mal que empieza a extenderse una visión más crítica de este feminismo dogmático que nos han colado desde EEUU. Lo realmente verdaderamente correcto sería escuchar y analizar la validez de cualquier idea sin importar quién la exprese; pero cuando somos los hombres quienes criticamos el feminismo es más fácil convertirnos en un hombre de paja y desdeñar todos los argumentos como rabietas machirulas. Aunque sea muy injusto, los hombres solos no vamos a ser tan efectivos a la hora de razonar con feministas ya adoctrinadas; y las mujeres buenas, valientes e inteligentes que os atrevéis a decir estas cosas vais a llegar mucho más lejos con la verdad.

Disculpas reglamentarias por el manuscrito bíblico que he soltado por aquí, y muchas gracias por tu valentía y honestidad otra vez. Al final lo único que hace falta para derribar toda esta basura es, en esencia, dejar de lado todo sexismo y en lugar de pensar en ""hombres"" y ""mujeres"", pensar simplemente en Personas.

Recomiendo como último consejo para todo el que quiera conocer un lado mucho más sombrío y realista de la historia del feminismo que busque la historia de Erin Pizzey, la primera mujer que fundó un albergue para mujeres maltratadas, y todo lo que le acabó pasando gracias a esa maravillosa sororidad feminista. Sirve muy bien para comprender los orígenes y las expectativas que se pueden tener de esa industria.

Un saludo cercano.",parec refrescant verdad hora gent empiec pensar ticament denunciar corrupci femenismo hegem nico necesidad irs extremo radic protestar solo conservadurismo incluso machismo squeda narcisista viralidad exceso deber siquiera declaraci tica cuesti simpl dignidad derecho humano tener nimo justicia respetar igualdad sexo buen detal comentario ismael serrano pasa mismo ticament alejo bastant creencia gusta sica parec tentaculizaci tica llegado extremo pueda disfrutar declaraci ideol gica autor firmada alguna causa activista parezca pueda disfrutar art art incluso apreciar escuchar idea distinta sacar disintiendo mayor postura dogm tica urgent alejars queremo empezar sanar sociedad nico parec raro voce discordant empiecen crecer ahora hace evident trataba igualdad sino fracturar sociedad crear rede clientelar llevo recopilando informaci dejo link cosa mencionado interesan sirven primero relaci comentado chica tambi miran vile novio dejo enlac edici dobl metro juventud nero centro reina estudiaron actitud control agresion relacion adolescent vene diferent part gina compararan resultado sexo pued apreciar diferencia bien moderada abismal http adolescenciayjuventud download segundo parec extremadament important mayor gent totalment sentado maltrato pareja especialment sico produc hombr mujer menciona estilo bien lleva escuch ndose tele tambi punto aparentar solidez veracidad axiom tica rotundament falso mayor mito conseguido implantar feminismo imaginario colectivo falso mayor agresion bidireccional producen pareja xica falta mutua autocontrol ambo miembro agreden manera regular suced vece violencia unidireccion ambo sexo agreden manera meno similar curioso siquiera novedoso revolucionario dentro psicolog conductu medicina forens estudio cient fico internacional llevan demostrando sistem ticament hace cuarenta recopilaci doce estudio organizado demostrando bidireccionalidad violencia pareja mayor meta lisi exist tema http domesticviolenceresearch overviewof find alguien prefier espa dejo tambi enlac magn fico meta lisi quiniento estudio cient fico http escorrecto cierto clara asimetr sexo muert pareja aproximadament proporci cada cinco mujer asesinada pareja hombr asesinado debido fundamentalment hombr suel tener fuerza sica pelea caus lesi mortal lisi polici homicidio pareja filicidio cometido espa mitad muert producen mediant arma blanca apunta direcci http ybkgdpf bidireccionalidad agresion maltrato exist igual manera relacion homosexual hecho tasa alta maltrato sico psicol gico pareja lesbiana bien tasa homicidio baja contrario pareja gay menor tasa maltrato heterosexual lesbiana tasa alta homicidio toda http violenceprevent nisv sofind dato alado gina nuevo apunta asimetr mortandad provocada mayor fuerza sica hombr frecuencia maltrato estudio tambi podemo pareja homosexual bisexual tasa alta maltrato http researchg public intim partner violenc among sexual minor popul critic review literatur agenda futur research culo espa escrito neurobi logo acerca detonador violencia deben causa distinta enarbolada ideolog nero http evolucionyneurociencia blogspot paradigma genero explica html estudio interesant trata acerca agresion pareja problema humano derivado estereotipo sexual http researchg public partner abus worldwid tercer ltimo tema quiero alar apunt hecho asesinato mujer empezar tema decir tragedia entiendo intenc amortiguar resto tica diplomacia conciliadora respeto pretension concordia puedo pasar criticar durament demag gico sensacionalista hace sensibilidad sociedad hacia homicidio femenino asesinato cualquier mujer tragedia person familiar obviament suen tragedia nacion tico meno todav tico importa cero muera ciudadano corrient nica organizan pantomima dram tica cada asesinada mujer siquiera nimo respeto respetar familia duelo instrumentalizar conveniencia trist destino ctima frivolidad psicopat perversidad convierten nombr dolor asesinada propaganda tica tribuna plat criticamo recuperar realismo objetividad frent toda emotividad impostada convien recordar tasa espa ola homicidio mujer pareja baja europa http statista chart homicid women intim partner inhabit europ mientra maltrato clarament neno reduc opina ctima mortal cerca tasa inevitabilidad apena llega mujer millon supuesto ideal puesto vivir mundo yupi tambi podemo escribirl rey mago reduzcan cero ctima mortal accident fico cada persona mueren diabet ahogado anual http jaxi tabla feminismo institucion trate convenc urgent subvencionarlo mientra exista sola asesinada solo forma asegurars negocio perpetuo evident violencia nunca alcanzar gracia coraz hacer meno empieza extenders visi tica feminismo dogm tico colado eeuu realment verdaderament correcto escuchar analizar validez cualquier idea importar expres hombr criticamo feminismo convertirno hombr paja argumento rabieta machirula aunqu injusto hombr solo vamo efectivo hora razonar feminista adoctrinada mujer buena valient inteligent atrev decir cosa vai llegar lejo verdad disculpa reglamentaria manuscrito blico soltado mucha gracia valent honestidad final nico hace falta derribar toda basura esencia dejar lado sexismo lugar pensar hombr mujer pensar simplement persona recomiendo ltimo consejo quiera conoc lado sombr realista historia feminismo busqu historia erin pizzey primera mujer fund albergu mujer maltratada acab pasando gracia maravillosa sororidad feminista sirv bien comprend gene expectativa pueden tener industria saludo cercano,[0. 0. 0. ... 0. 0. 0.],0.0
12,12,a7it63FFDYQ,UCzbxcSqDcTw3YXHxTwTMETQ,"Leo comentarios y todo es razonamiento motivado y sesgo de confirmación a gatillo. Especialmente las respuestas de la yotuber que se muestra más contenida en el video pero se le vé el plumero en las respuestas. El argumento de que se defiende la idea de que un asesinato a un hombre vale menos es un strawman de libro, no he oído a nadie nunca decir eso, ni a hembristas taradas de esas que hay x ahí. Todo el resto de la crítica se articula sobre esa idea y no son más que falacias para tener munición contra los que promueven ciertas políticas por una questión ideológica. Por la misma, que se critíquen las políticas y hechos concretos de ciertos  no el conjunto en base a argumentas derivados de un hombre de paja del tamaño de la catedral de Burgos.",comentario razonamiento motivado sesgo confirmaci gatillo especialment respuesta yotub muestra contenida video plumero respuesta argumento defiend idea asesinato hombr vale meno strawman libro nadi nunca decir hembrista tarada resto tica articula idea falacia tener munici promueven cierta tica questi ideol gica misma crit quen tica hecho concreto cierto conjunto base argumenta derivado hombr paja tama catedr burgo,[0. 0. 0. ... 0. 0. 0.],0.0
13,13,a7it63FFDYQ,UCzbxcSqDcTw3YXHxTwTMETQ,El riesgo de que pase por violencia machista un caso de violencia de un hombre contra una mujer que no lo sea con respecto al riesgo de que se invisibilice la violencia machista diluida en un magma de diarrea mental facha es totalmente asumible por una sociedad moderna. Ojalá todo en política contemplara todas las casuísticas y matices pero es imposible.,riesgo pase violencia machista caso violencia hombr mujer respecto riesgo invisibilic violencia machista diluida magma diarrea mental facha totalment asum sociedad moderna ojal tica contemplara toda casu stica matic impos,[0. 0. 0. ... 0. 0. 0.],-1.0
14,14,a7it63FFDYQ,UCiWcP4O6p1O8kzQ4dfCobQQ,Y la violencia de mujeres a hombres y niños.. debe estudiarse de acuerdo con sus caracteristica biopsicosociales y culturales y no juzgarse con principio masculinos.,violencia mujer hombr debe estudiars acuerdo caracteristica biopsicosocial cultural juzgars principio masculino,[0. 0. 0. ... 0. 0. 0.],0.0
15,15,a7it63FFDYQ,UCxP_R6FR_MxerEMXzMZQeRg,a min non me afecta e son home ti muchacha andas polo mundo cos ollos pechados,afecta home muchacha anda polo mundo ollo pechado,[0. 0. 0. ... 0. 0. 0.],-1.0
16,16,a7it63FFDYQ,UCkTBXe230kf4CBVizSgTctQ,"Da gusto escuchar a alguien hablar con sentido común, para variar.",gusto escuchar alguien hablar variar,[0. 0. 0. ... 0. 0. 0.],0.0
17,17,a7it63FFDYQ,UCpzHJbC_3tm581CQsTJKiXg,"Hace tiempo hubo aquí un asesinato de una mujer a su novio con cuchillo en media calle, los medios no lo sacaron, pero como no había pasado nada al revés en esos días, pusieron ""asesinatos machistas"" de otros países, así estamos.",hace tiempo asesinato mujer novio cuchillo media call medio sacaron pasado pusieron asesinato machista,[0. 0. 0. ... 0. 0. 0.],-1.0
18,18,a7it63FFDYQ,UC1P0PQfxgplO--Eb-IYeCcg,Que viva la sensatez y el sentido común 🎉,viva sensatez,[0. 0. 0. ... 0. 0. 0.],0.0
19,19,a7it63FFDYQ,UCLZvQcCX3zZpug5KfyO9ssw,"Bastante de acuerdo contigo, Andrea. Y además sé que sabes..[tal y como la gran mayoría sabemos] que a quienes comentan verdades sobre quienes SON los que provocan la mayoría de esos crímenes machistas y también violaciones son...""Hasta aquí puedo leer""..sin que se nos digan las dos típicas frases: RAyXE. ¿Por qué no hay transparencia en todo ésto? Muchos de ellos con sus ideas políticas.. fomentan éstas incomprensibles actuaciones ,y por ello..lo que hacen UNOS CUANTOS.. recae sobre los hombres y las mujeres de todo el país..aun a sabiendas que los naturales del país, es decir, de varias generaciones..somos [por lo general] pacíficos y respetuosos con todas las personas..pero lo SUFRIMOS..porque esa violencia tan acentuada y tan patente desde hace unos 10/15 años hasta ahora contra nuestras mujeres, hijas y nietas y hermanas las SUFRIMOS SOBREMANERA.",bastant acuerdo contigo andrea adem sabe gran mayor sabemo comentan verdad provocan mayor mene machista tambi violacion puedo leer digan pica frase rayx transparencia idea tica fomentan sta incomprens actuacion ello hacen cuanto reca hombr mujer sabienda natural decir varia generacion gener fico respetuoso toda persona sufrimo violencia acentuada patent hace ahora mujer hija nieta hermana sufrimo sobremanera,[0. 0. 0. ... 0. 0. 0.],-1.0
20,20,i_t19HsTKZo,UC2DUA0HJSKdCnVlIPm3vKUg,"Bravo Abascal, toda la razón. Ya basta de criminalizar a los hombres",bravo abasc toda basta criminalizar hombr,[0. 0. 0. ... 0. 0. 0.],-1.0
21,21,i_t19HsTKZo,UC4xrUG27dgXkxrbHU3sCzIg,"Yo estoy en las antípodas de Abascal, pero estoy de acuerdo en que la ley de violencia es ta mal hecha. Ni todos hombres son tan malos y no todas las mujeres son tan buenas. Y las que realmente necesitan ayuda, no se las da",poda abasc acuerdo violencia hecha hombr malo toda mujer buena realment necesitan ayuda,[0. 0. 0. ... 0. 0. 0.],-1.0
22,22,i_t19HsTKZo,UCFxtgP3xuVUDmB_FtGshDEg,Totalmente de acuerdo con Santiago Abascal.  La LIVG es una AUTÉNTICA VERGÜENZA...,totalment acuerdo santiago abasc livg ntica verg enza,[0. 0. 0. ... 0. 0. 0.],-1.0
23,23,i_t19HsTKZo,UCjIRwfzwoZoErbm15pDzVgw,"Este tío es un camorrista, se le nota su pasado violento...",camorrista nota pasado violento,[0. 0. 0. ... 0. 0. 0.],-1.0
24,24,i_t19HsTKZo,UCzZRuqE4c0Qo5duXfju7e6w,Por qué se crea un ministerio de igualdad. Pero le ayuda ese ministerio a muchos hombres?,crea ministerio igualdad ayuda ministerio hombr,[0. 0. 0. ... 0. 0. 0.],0.0
25,25,i_t19HsTKZo,UCZYYpM-Tv2fEJtSLXUCIsmA,"No es violencia machista,son cobardes...",violencia machista cobard,[0. 0. 0. ... 0. 0. 0.],-1.0
26,26,i_t19HsTKZo,UC61zUMo4BlFps_jaaouahZQ,Se utiliza a “la mujer” y “el drama” con el fin de publicitar un segmento político… Abascal no se enreda,utiliza mujer drama publicitar segmento tico abasc enreda,[0. 0. 0. ... 0. 0. 0.],0.0
27,27,i_t19HsTKZo,UCgbOu4OcvHszA934sJb6k5g,"Basta ta de mentiras!!!!si algun hombre ha sufrido un divorcio,con acusaciones falsas,delante incluso de la policia,y a perdido todo,entiende como nos sentimos los hombres que por serlo ya somos maltratadores.....😢",basta mentira algun hombr sufrido divorcio acusacion falsa delant incluso policia perdido entiend sentimo hombr serlo maltratador,[0. 0. 0. ... 0. 0. 0.],-1.0
28,28,i_t19HsTKZo,UCw5I1UpGNtu6zkYkktCovAw,"Perfecto, lo qué ha creado Ho está aprobando es la negociación de problemas de género, unos castigo muy corto, tienen qué ser largo, para qué A Así se cambie, y Así mismo se tenga qué pensar Al acerlo, CLARO Hoy en la cárcel,Alos pocos días fuera, La Mismo ciudadanía nos damos cuenta ésa estrategia política. 0:46",perfecto creado aprobando negociaci problema nero castigo corto largo cambi mismo pensar acerlo claro rcel alo poco mismo ciudadan damo cuenta estrategia tica,[0. 0. 0. ... 0. 0. 0.],0.0
29,29,i_t19HsTKZo,UCZFOe1PhitBx2FCEkh_SPlQ,Mol,,[0. 0. 0. ... 0. 0. 0.],
30,30,i_t19HsTKZo,UCZFOe1PhitBx2FCEkh_SPlQ,Chiste mal,chist,[0. 0. 0. ... 0. 0. 0.],0.0
31,31,i_t19HsTKZo,UCIGmrIv2ZNY98fs3Terwsvg,"LA VIDA ES UNA SUPER VIVENCIA 👨‍💼❤️🇪🇦 Y EN LAS PALABRAS DE ALGUNAS PERSONAS SI QUE HAY UNA TRANSPARENCIA ,, 🤷‍♂️👨‍💼❤️🇪🇦👍❤️🇪🇦👍👨‍💼👍🇪🇦❤️👨‍💼👍🇪🇦❤️",vida super vivencia palabra persona transparencia,[0. 0. 0. ... 0. 0. 0.],1.0
32,32,i_t19HsTKZo,UCdHj-SjihIInlfQDp6FsyuA,Vox es un partido político de doble cara y en mi opinión es extremadamente peligroso que llegue al poder...,partido tico dobl cara opini extremadament peligroso llegu poder,[0. 0. 0. ... 0. 0. 0.],-1.0
