,Unnamed: 0,video_id,author,comment,vectores_tfidf,comment_stem,sentiment,c_hateful,aggresive,targeted
11,24,hL1VUOOGWFw,UCHvemygcnko_DS-m0Cgw4iA,Este vídeo está desfasado 🙄,[0. 0. 0. ... 0. 0. 0.],desfasado,-1.0,0.0371154360473156,0.035387732088565826,0.023133300244808197
12,25,hL1VUOOGWFw,UC5v4dAfow3CQsAt6_N04rxw,"Si son como las actuales?
No gracias...
El feminismo ha perdido su rumbo real.",[0. 0. 0. ... 0. 0. 0.],actual gracia feminismo perdido rumbo real,-1.0,0.014711061492562294,0.014181223697960377,0.010552948340773582
13,28,hL1VUOOGWFw,UCnu03vA5op2oljoV7BXuhJA,"El patriarcado es un invento feminista, no existe. Lo que si ha existido (que ya no) es la desigualdad de genero (al menos en España). Buscan cualquier tipo de argumento por poco valido que sea para repetirlo constantemente entre todas, hasta que viene alguien que no esta de acuerdo, lo rebate con respeto y argumentos validos y es llamado machista, e aquí la sociedad del feminismo, de la igualdad y de la libertad de expresión señores...",[0. 0. 0. ... 0. 0. 0.],patriarcado invento feminista exist existido desigualdad genero meno espa buscan cualquier tipo argumento valido repetirlo constantement toda vien alguien acuerdo rebat respeto argumento valido llamado machista sociedad feminismo igualdad libertad expresi ore,-1.0,0.2435435801744461,0.06113271787762642,0.013818927109241486
14,29,hL1VUOOGWFw,UCP-bLox-BaU05xUea-4Yhyw,"el FEMINISMO (de hoy en dia) es puro odio cuyo objetivo es acabar con la natalidad y la familia... a pesar de que millones de personas no sean felices y acaben con problemas mentales...   PERIODISTAS QUE PARTICIPAIS EN TODO ESTE CIRCO POR DINERO, DAIS ASCO.",[0. 0. 0. ... 0. 0. 0.],feminismo puro odio cuyo objetivo acabar natalidad familia pesar millon persona felic acaben problema mental periodista participai circo dinero dai asco,-1.0,0.03638031706213951,0.021336741745471954,0.008574262261390686
15,30,hL1VUOOGWFw,UCbkZamZ54fEtCAacwDlk6Dw,"Algo que se me hace bien horrible es la violencia psicológica que se ejerce de mujer a mujer, hay mujeres que se ponen con niñas pequeñas, las humillan de una manera bien horrible y ese tipo de mujeres son las que se cuelgan la bandera de no me puedes hacer nada porque soy mujer pero yo sí puedo humillar a quien se me de la gana solo porque sí. Antes yo apoyaba mucho el feminismo y las marchas, pero desde hace ya unos años veo que muchas mujeres que se etiquetan como feministas son unas basuras de personas la verdad, hay mucha hipocresía en ellas, hablo por experiencias personales con varias mujeres de esas características.",[0. 0. 0. ... 0. 0. 0.],hace bien horribl violencia psicol gica ejerc mujer mujer mujer ponen pequ humillan manera bien horribl tipo mujer cuelgan bandera pued hacer mujer puedo humillar gana solo apoyaba feminismo marcha hace mucha mujer etiquetan feminista una basura persona verdad mucha hipocr hablo experiencia personal varia mujer caract stica,-1.0,0.41077253222465515,0.10555092990398407,0.015448902733623981
16,35,hL1VUOOGWFw,UCwcKlmIjZHv-etjVzAP4e7w,"muchas cosas son discretantes. que no hay igualdad en el trabajo no es verdad. si una empresa paga mas a un hombre que a una mujer en el mismo cargo, la empresa cierra en menos de un año. no hay tantos puestos de directiva porque por lo general ellas no aspiran a esos puestos. los hombres en el ambito laboral desenpeñan trabajos mucho mas peligrosos. las agresiones, secuestros, etc lo sufren no mas los hombres, sino muchisimo mas. la poblacion de las carceles tambien son muchos mas hombres. una mujer puede denunciar a un hombre y este no tiene presuncion de inocencia sino que tiene que demostrarlo. etc etc etc. la ley es para ajudar al debil. no solo a las mujeres. y esto de que hay cada vez mas hombres feministas nose yo de donde lo sacais. mas bien diria que es al contrario. y para acabar me gustaria que alguien me dijera cuando es el dia del hombre. sin mirar google. cuidado porque en politica se suele crear un emenigo comun y una supuesta solucion. hay corrientews sociales nobles que acaban denigrando en cosas muy raras. salud a todos!",[0. 0. 0. ... 0. 0. 0.],mucha cosa discretant igualdad trabajo verdad empresa paga hombr mujer mismo cargo empresa cierra meno tanto puesto directiva gener aspiran puesto hombr ambito labor desenp trabajo peligroso agresion secuestro sufren hombr sino muchisimo poblacion carcel tambien hombr mujer pued denunciar hombr presuncion inocencia sino demostrarlo ajudar debil solo mujer cada hombr feminista nose sacai bien diria contrario acabar gustaria alguien dijera hombr mirar googl cuidado politica suel crear emenigo comun supuesta solucion corrientew social nobl acaban denigrando cosa rara salud,-1.0,0.31231188774108887,0.08111130446195602,0.01533548254519701
17,36,hL1VUOOGWFw,UC6oyciTsLSlS10tDIEuL18Q,"Tal vez en un principio su reclamo era justo, actualmente ya no, creo que se acostumbraron a protestar e inconformarse y ahora los logros conseguidos no les dan satisfacción, también la agenda feminista está llena de sentimientos malos ( odio, frustración, venganza, resentimiento etcétera) entiendo que era urgente la justicia social para la mujer pero ahora ya rebasaron límites y proponen locuras y absurdos ( el yo te creo hermana, terminar con la presunción de inocencia en delitos sexuales, autopercepción, aborto,ser víctima si o si, perspectiva de género) un movimiento de reclamos justos está tomando tintes peligrosos de negación a los derechos humanos ( de varones claro) se está retrocediendo al medioevo, también importante decir que el feminismo no busca sustentar su movimiento bases científicas o por lo menos empíricas, actualmente es un adoctrinamiento, creé sin cuestionar, se está retrocediendo.",[0. 0. 0. ... 0. 0. 0.],principio reclamo justo actualment creo acostumbraron protestar inconformars ahora logro conseguido satisfacci tambi agenda feminista llena sentimiento malo odio frustraci venganza resentimiento tera entiendo urgent justicia social mujer ahora rebasaron mite proponen locura absurdo creo hermana terminar presunci inocencia delito sexual autopercepci aborto ctima perspectiva nero movimiento reclamo justo tomando tint peligroso negaci derecho humano varon claro retrocediendo medioevo tambi important decir feminismo busca sustentar movimiento base cient fica meno rica actualment adoctrinamiento cuestionar retrocediendo,-1.0,0.1759367287158966,0.06377016007900238,0.01241621095687151
18,37,hL1VUOOGWFw,UCyZKnwm9PIcWOl3riDWKcBw,"Si es ley, eres libre o te estan obligando a serlo..😊",[0. 0. 0. ... 0. 0. 0.],libr estan obligando serlo,-1.0,0.04822460189461708,0.02303915284574032,0.01026754081249237
19,38,hL1VUOOGWFw,UCtdLXJa186QVX3wVyT2xxmQ,"No me creo esas cifras de violencia, ni que el feminismo sea bueno así como se plantea en la actualidad pues basta con ver el odio asia el hombre en los movimientos feministas que más deverian de llamarse HEMBRISTAS, solo buscan igualdad en los puntos que les convenga y en otras cosas las quieren conservar en lo tradicional, un ejemplo típico es: LO TUYO ES MIO Y LO MIO ES MIO😆",[0. 0. 0. ... 0. 0. 0.],creo cifra violencia feminismo bueno plantea actualidad pue basta odio asia hombr movimiento feminista deverian llamars hembrista solo buscan igualdad punto convenga cosa quieren conservar tradicion ejemplo pico,-1.0,0.2572058141231537,0.058747004717588425,0.012060419656336308
20,44,Q17aWaMXyvs,UCqsMeiVtG0cgdiPZpvkNutg,Olona eres grande te deseo lo mejor para ganarle a esta femimarksistas,[0. 0. 0. ... 0. 0. 0.],olona grand deseo mejor ganarl femimarksista,-1.0,0.5330797433853149,0.3596237599849701,0.3166537880897522
21,45,Q17aWaMXyvs,UCcHFaxv9ABnHFrgBtGUsOaA,"Tantos idiomas habidos y por haber, y decidió hablar basad@",[0. 0. 0. ... 0. 0. 0.],tanto idioma haber decidi hablar basad,-1.0,0.026825308799743652,0.013940463773906231,0.008245334029197693
22,47,Q17aWaMXyvs,UCpN3engQG869giK_jzYt13w,"Nunca pensé que podría estar de acuerdo con alguien de VOX... Pero esta señora se ha ganado mi respeto. Estoy de acuerdo con cada palabra que ha dicho esta mujer. El feminismo de Montero, de Belarra, se ha convertido en hembrismo y encima lo defienden como feminismo, perjudicando la imagen de la igualdad, del feminismo puro. El feminismo no discrimina a los varones, cosa que están haciendo desde Podemos con sus leyes, que más que hacer favores causa desgracias. Buen discurso 👏👏",[0. 0. 0. ... 0. 0. 0.],nunca pen podr acuerdo alguien ganado respeto acuerdo cada palabra dicho mujer feminismo montero belarra convertido hembrismo encima defienden feminismo perjudicando imagen igualdad feminismo puro feminismo discrimina varon cosa haciendo podemo ley hacer favor causa desgracia buen discurso,-1.0,0.1063365787267685,0.027065962553024292,0.00964103452861309
23,48,Q17aWaMXyvs,UCg5z-3RQheTryeXK3CVzDSA,¿Agresiones feministas?.¿Hombres manipulando y llenando de veneno a mujeres?.¿CIBERCRIMEN?. ¿Ciberviolencia de género?. ¿Y los robos de datos junto con ingeniería social?.,[0. 0. 0. ... 0. 0. 0.],agresion feminista hombr manipulando llenando veneno mujer cibercrimen ciberviolencia nero robo dato junto ingeni social,-1.0,0.2543105185031891,0.05937584489583969,0.022900471463799477
24,52,Q17aWaMXyvs,UCJJOwFGgSaQhXAVUGHLXIDw,"el feminismo es el camino al lesbianismo,el machismo es el camino a la mariconera, esto es sectarismo, hombre y mujer es una dualidad que debe estár  es equilibrio.",[0. 0. 0. ... 0. 0. 0.],feminismo camino lesbianismo machismo camino mariconera sectarismo hombr mujer dualidad debe equilibrio,-1.0,0.44722631573677063,0.07636141031980515,0.019435079768300056
25,58,Q17aWaMXyvs,UC52SqmTslDGX4O7FG5NJM_Q,Olona se ha vuelto majara.  Ahora está más cerca de las feministas y comunistas,[0. 0. 0. ... 0. 0. 0.],olona vuelto majara ahora cerca feminista comunista,-1.0,0.9299110174179077,0.7818543314933777,0.8547337055206299
26,60,CzAEvUdJbBU,UCYUcOQojeQNIzjMOJEEnNwQ,"Por eso no me paro cuando veo un@ parado.
Estás muy bruto amigo",[0. 0. 0. ... 0. 0. 0.],paro parado bruto amigo,-1.0,0.03076949156820774,0.024248722940683365,0.02167854644358158
27,61,CzAEvUdJbBU,UCiAblai0_W3Sx6gtceh2HGw,"Según la RAE, pero la edición anterior a la que el feminismo impuso.😊",[0. 0. 0. ... 0. 0. 0.],edici anterior feminismo impuso,-1.0,0.0218817126005888,0.008919675834476948,0.013335414230823517
28,63,CzAEvUdJbBU,UCBWk0SLqAlPTQ8lXuWNtYXg,"Nos culpan y nos instrumentalizan a los hombres. La mujer moderna está corrompida por el dinero, la política y el libertinaje que la sociedad las ha regalado.
Ya pueden trabajar y hay bancos de semen. Que se inseminen y que trabajen ellas para sacar a sus hijos a delante sin esos hombre que en teoría las oprimen, las obligan y las maltratan. La mujer está desquiciada y es mejor como varón no arrimarse a ninguna. O te acabaran destrozando la vida, el alma y tu familia.",[0. 0. 0. ... 0. 0. 0.],culpan instrumentalizan hombr mujer moderna corrompida dinero tica libertinaj sociedad regalado pueden trabajar banco semen inseminen trabajen sacar hijo delant hombr teor oprimen obligan maltratan mujer desquiciada mejor arrimars ninguna acabaran destrozando vida alma familia,-1.0,0.8692836165428162,0.37585148215293884,0.029799049720168114
29,64,CzAEvUdJbBU,UC9tzHWj2su2nsuR5LOfaDEw,hembrismo 🤣😭dejen de decorar las palabras hoy en dia se hacen llamar feminazis,[0. 0. 0. ... 0. 0. 0.],hembrismo dejen decorar palabra hacen llamar feminazi,-1.0,0.8610012531280518,0.42033082246780396,0.09472857415676117
30,65,CzAEvUdJbBU,UCG8ulsCsGjgNDkXKr9HKRCA,La rae si tiene el término hembrismo,[0. 0. 0. ... 0. 0. 0.],rmino hembrismo,-1.0,0.17270708084106445,0.05287053436040878,0.03304950147867203
31,66,CzAEvUdJbBU,UCJqnp9aLfKlUaX9D3Jfvs-Q,"Siento que el Feministo no es lo contrario al Machismo, porque el Machismo es mas fuerte ya que en si no dejan oportunidad a la Mujer, en el caso del Feminismo se supone que las Mujeres merezcan trabajo y oportunidad y que les pagen segun sus Esfuerzos pero en estos ultimos tiempos ha cambiado eso, ahora El Feminismo se convirtio en Hembrismo tal cual como era el Machismo en sus tiempos, ahora todas odian a los Hombres 🙄 y los Hombres Odian a las Mujeres 🙄 Esto se Convirtio en un Caos Total",[0. 0. 0. ... 0. 0. 0.],siento feministo contrario machismo machismo fuert dejan oportunidad mujer caso feminismo supon mujer merezcan trabajo oportunidad pagen segun esfuerzo ultimo tiempo cambiado ahora feminismo convirtio hembrismo machismo tiempo ahora toda odian hombr hombr odian mujer convirtio cao total,-1.0,0.519067108631134,0.11867260932922363,0.015433475375175476
32,68,CzAEvUdJbBU,UCgvRAsvwSSrGcsguP_gCPEg,"El feminismo es la misión de las mujeres que luchan contra la maldad, representado por las costumbres repugnantes del hombre, como el Orinar de pie.",[0. 0. 0. ... 0. 0. 0.],feminismo misi mujer luchan maldad representado costumbr repugnant hombr orinar,-1.0,0.21277378499507904,0.05991283431649208,0.01639554090797901
33,69,CzAEvUdJbBU,UC2RwM2HFMxW5SrTD69oS4xQ,"La RAE ya agregó el término ""hembrismo"". Simplemente no tendría sentido que el antónimo del machismo sería misandría, porque entonces la palabra ""misoginia"" no tendría sentido.",[0. 0. 0. ... 0. 0. 0.],agreg rmino hembrismo simplement tendr nimo machismo misandr entonc palabra misoginia tendr,-1.0,0.0483231395483017,0.02592710219323635,0.012301870621740818
34,71,CzAEvUdJbBU,UC9X72FZD3tiY-s_QkGg_6Lw,"En realidad las mujeres buscan mas derechos que los hombres,la igualdad que quieren es puro chamullo",[0. 0. 0. ... 0. 0. 0.],realidad mujer buscan derecho hombr igualdad quieren puro chamullo,-1.0,0.7514224052429199,0.1432778239250183,0.015125044621527195
35,72,CzAEvUdJbBU,UC7LAgipXNZoL1ItzM_ODslg,Para mi el machismo tendria que ser que todos se traten igual osea los hombres crearon casas ciudades armas y la vida porque casi todos los soldados son hombres y si son mujeres solo se quedan en lugares seguros osea premian a las mujeres por existir y a los hombres los tratan como mugre no se si estás de acuerdo conmigo pero dime si estoy en lo incorrecto,[0. 0. 0. ... 0. 0. 0.],machismo tendria traten igual osea hombr crearon casa ciudad arma vida casi soldado hombr mujer solo quedan lugar seguro osea premian mujer existir hombr tratan mugr acuerdo conmigo dime incorrecto,-1.0,0.6660840511322021,0.14014451205730438,0.013979444280266762
36,73,CzAEvUdJbBU,UC-nLDDyOtllzNW9VR6YeByg,"la palabra machismo esta mal usado por las feministas, un verdadero machista es prepotente hacia todas las mujeres por igual y no hace excepciones.",[0. 0. 0. ... 0. 0. 0.],palabra machismo usado feminista verdadero machista prepotent hacia toda mujer igual hace excepcion,-1.0,0.1600486785173416,0.036625586450099945,0.019360311329364777
37,74,CzAEvUdJbBU,UC-nLDDyOtllzNW9VR6YeByg,un verdadero machista es prepotente hacia todas las mujeres por igual y no hace excepciones.,[0. 0. 0. ... 0. 0. 0.],verdadero machista prepotent hacia toda mujer igual hace excepcion,-1.0,0.3968804180622101,0.12068718671798706,0.08596350997686386
38,75,CzAEvUdJbBU,UC-nLDDyOtllzNW9VR6YeByg,"aqui en internet muchos 'machistas' son simps o manginas, lo que no tiene sentido porque un verdadero machista es prepotente hacia todas las mujeres por igual y no hace excepciones",[0. 0. 0. ... 0. 0. 0.],aqui internet machista simp mangina verdadero machista prepotent hacia toda mujer igual hace excepcion,-1.0,0.4660779535770416,0.16159185767173767,0.0529291033744812
39,80,wun4hWsx67s,UCKQ95yP7hU0ojX4PEbBcNpA,"NO que metan en una prisión de hombres a una de estas personas ¿te parecía justo que te encerraran allí con esos tíos? pq a ojos de esos buahhh no tengo palabras para el infierno que le van hacer pasar. Y SOLO POR SER DIFERENTE. ME NIEGO A ESO ME NIEGO A VER COMO LAS PERSONAS POR CIERTOS ASPECTOS QUEDAN DESVALIDAS, COMO DECIA EL VIEJO HABRA QUE AYUDARLES HIJO... ESO ES SER UN HOMBRE. NO MACHACAR POR TENER FUERZA O ABUSAR DE ELLA.. USALA PARA QUE EL MUNDO SEA MEJOR AUN QUE DEBAS SER MALO. POR ESO NO TOLERO LO INJUSTO NO TOLERO LA INDECENCIA DE DISCRIMINAR A ESAS PERSONAS.",[0. 0. 0. ... 0. 0. 0.],metan prisi hombr persona parec justo encerraran ojo buahhh palabra infierno hacer pasar solo diferent niego niego persona cierto aspecto quedan desvalida decia viejo habra ayudarl hijo hombr machacar tener fuerza abusar usala mundo mejor deba malo tolero injusto tolero indecencia discriminar persona,-1.0,0.1366300731897354,0.062161970883607864,0.005645933095365763
40,81,wun4hWsx67s,UCKQ95yP7hU0ojX4PEbBcNpA,"YA VES... el hombre que pega a una mujer para proyectar su inseguridad en LUGAR DE REVENTAR AQUIEN LE JODE... colega YO NO TOCARIA A MI MADRE Y MUCHOS MENOS A MI MUJER SIEMPRE A SUS PIES, PUES LA PRIMERA ME DIO LA VIDA Y LA SEGUNDA ME HIZO MEJOR PERSONA.",[0. 0. 0. ... 0. 0. 0.],hombr pega mujer proyectar inseguridad lugar reventar aquien jode colega tocaria madr meno mujer siempr pie pue primera vida segunda hizo mejor persona,-1.0,0.2684614658355713,0.07051029801368713,0.02484755590558052
41,82,wun4hWsx67s,UCKQ95yP7hU0ojX4PEbBcNpA,"SOY UN HOMBRE HETERO... Y si una persona se siente mujer tiene todo el PUTO DERECHO A SERLO Y QUE LA LEY LA PROTEJA COMO TAL ¿VALE? PQ E VISTO INDENCENCIAS HACIA ESTAS PERSONAS QUE NO TOLERO PQ AUN QUE YO NO SEA BUENO, NO COMULGO CON LO INJUSTO COLEGA PQ MAS DE UNA DE ELLAS NO TIENE UNA VIDA TIENE UN INFIERNO POR SER DIFERENTE Y ESO NO ES JUSTO, MUCHO MENOS QUE ALGUIEN ENCIMA LA MACHAQUE POR ESO.",[0. 0. 0. ... 0. 0. 0.],hombr hetero persona mujer puto derecho serlo proteja vale visto indencencia hacia persona tolero bueno comulgo injusto colega vida infierno diferent justo meno alguien encima machaqu,-1.0,0.09752997010946274,0.03183611109852791,0.007947508245706558
42,85,wun4hWsx67s,UCgWkwjqss6a6y2Nqyix9KKA,Una vergüenza esa ministra.,[0. 0. 0. ... 0. 0. 0.],verg enza ministra,-1.0,0.09998270124197006,0.08252017945051193,0.09030473232269287
43,86,wun4hWsx67s,UCuaACD8gWeqTjGVVZNL0plw,"Esta es guerra obvia y directa, clara, en contra de las minorias catalogadas como al machismo le encanta, ""trans"", mujeres desgraciadas que no han tenido la suerte de nacer como las que tienen psicología de macho y vienen a reventar actos preguntando que ""¿qué es una mujer?"". Absolutamente todo está diabólicamente sexualizado y psiquiatrizado, politizado y marginado. Como decía Eduardo Punset, ""el machismo no desaparecerá ni en diez mil años"". Los políticos hablan ""muy bien"", pero a la hora de hacer leyes, las hacen en contra de las mujeres más discriminadas, para que esta discriminación sea eterna. Si todos los psicólogos y psiquiatras junto con toda la sociedad transfóbica llevasen en mano una rama, todo el mundo se convertiría en un bosque. Basta ya de meterse con las minorías indefensas. Pero no, vosotros lo que queréis es llenar los manicomios y las cárceles de personas indefensas y tenéis maquiavélicas estrategias para llevar esta atrocidad a cabo. 
Para esto tanta hipocresía y tanto ""orgullo""? Qué orgullo? El de ser eternamente marginad@? Sí?...Para volver de nuevo antes del 1975????....
Concluyo: Está clarísimo que no habrá justicia y paz ni en diez mil años y las marginadas seguiran así porque no hay voluntad política de cambiar en bien absolutamente nada.",[0. 0. 0. ... 0. 0. 0.],guerra obvia directa clara minoria catalogada machismo encanta tran mujer desgraciada suert nacer psicolog macho vienen reventar acto preguntando mujer absolutament diab licament sexualizado psiquiatrizado politizado marginado eduardo punset machismo desaparec diez tico hablan bien hora hacer ley hacen mujer discriminada discriminaci eterna psic logo psiquiatra junto toda sociedad transf bica llevasen mano rama mundo convertir bosqu basta meters minor indefensa quer llenar manicomio rcele persona indefensa maquiav lica estrategia llevar atrocidad cabo tanta hipocr orgullo orgullo eternament marginad volver nuevo concluyo clar simo habr justicia diez marginada seguiran voluntad tica cambiar bien absolutament,-1.0,0.39825955033302307,0.15031221508979797,0.018873995169997215
44,90,wun4hWsx67s,UCCJJ4YU1SArkt8l-IvelT9g,"Los IGNORANTES!! no han ENTENDIDO que DIOS hizo DOS GÉNEROS:  Masculino y Femenino!! O alguien ha visto un transexual, un gay, o dos lesbianas teniendo hijos!!  Para tener HIJOS se NECESITA de una mujer y un hombre !!  NO confundan,  SIEMPRE quieren ENGAÑAR, CONFUNDIR y sólo es por POLITIQUERIA....😅😅😅",[0. 0. 0. ... 0. 0. 0.],ignorant entendido dio hizo nero masculino femenino alguien visto transexu lesbiana hijo tener hijo necesita mujer hombr confundan siempr quieren enga confundir politiqueria,-1.0,0.13861355185508728,0.03581339493393898,0.007866830565035343
45,92,wun4hWsx67s,UCJ0qnngT5mzgfOg9frzHIxQ,Politicas Hipocritas,[0. 0. 0. ... 0. 0. 0.],politica hipocrita,-1.0,0.9628047943115234,0.9448367953300476,0.9546105861663818
46,93,wun4hWsx67s,UCBI44B5KYr0ONhKRE2lTWPQ,"Hola

¿Espacio seguro para todos? Guau ¿De donde se ha caido la ministra?

IU expulso al partido feminista de España de sus filas.

Pero hay que seguir generalizando con los hombres,con todos los hombres.
¿Porque no salen los datos de violencia sexual de parejas del mismo sexo?
Un saludo",[0. 0. 0. ... 0. 0. 0.],hola espacio seguro guau caido ministra expulso partido feminista espa fila seguir generalizando hombr hombr salen dato violencia sexual pareja mismo sexo saludo,-1.0,0.0691465437412262,0.02135486714541912,0.012402582913637161
47,94,wun4hWsx67s,UCNBnloUcGI62enKkxag3B9g,Increíble la gravedad del discurso de la ministra... terrible.,[0. 0. 0. ... 0. 0. 0.],incr gravedad discurso ministra terribl,-1.0,0.0246109701693058,0.017913803458213806,0.014341074042022228
48,96,wun4hWsx67s,UC0RsOT3I1ZCSy0_UR17a_jA,"Bien por la señorita que trabó el cerebro de la ministra,ademas sabemos lo que biologicanente es una mujer,esta ministra esta traumada e incita al odio al sequito que la sigue y quiere imponer sus atrocidades a toda la sociedad solo porque ella lo duce,que patética.",[0. 0. 0. ... 0. 0. 0.],bien orita trab cerebro ministra adema sabemo biologicanent mujer ministra traumada incita odio sequito sigu quier impon atrocidad toda sociedad solo duce tica,-1.0,0.42652156949043274,0.1518317461013794,0.05128243938088417
49,97,wun4hWsx67s,UCS-qCq0r6GQzp45_10kyiiQ,Las dejo en ridículo jajaja,[0. 0. 0. ... 0. 0. 0.],dejo culo jajaja,-1.0,0.20522503554821014,0.10551400482654572,0.06445162743330002
50,98,wun4hWsx67s,UC2gjTMYOjRop3PAX-q22akg,"Oiga a mi tía, un trans no es una mujer.. y a la mujer la están maltratando cuando permiten que hombres compitan con mujeres, por qué se auto perciben una mujer",[0. 0. 0. ... 0. 0. 0.],oiga tran mujer mujer maltratando permiten hombr compitan mujer auto perciben mujer,-1.0,0.7145003080368042,0.114820696413517,0.025154098868370056
