,video_id,author,comment,vectores_tfidf,comment_stem,sentiment,hateful,targeted,aggressive
47,3CHofbWaVm8,UC_cvCUicNx-rn56wm7SJflw,"Por eso es que a los que no tengan la nacionalidad española en regla y lleven un mínimo de 5 años habría que enviarle factura médica, España es la tercera mejor sanidad del mundo en ranking y aún así se quejan... Si al menos el vídeo fuera una comparativa entre el país del que viene y España pues todavía, pero crítica sin referencia ninguna, además de que gravar a los pacientes médicos y vulnerar su privacidad es un delito.",[0. 0. 0. ... 0. 0. 0.],nacionalidad espa regla lleven nimo habr enviarl factura dica espa tercera mejor sanidad mundo rank quejan meno comparativa vien espa pue todav tica referencia ninguna adem gravar pacient dico vulnerar privacidad delito,-1,0.6362656354904175,0.016888046637177467,0.28039050102233887
60,xhD0-FlAjRU,UCYtu1nsgyqt_t3JRB3k3xLw,"Que les importa lo que la gente haga con su vida 
Vacunas de que o para que 
Yo vivo normal como siempre sin ver medios mentirosos que re quieren lavar el coco",[0. 0. 0. ... 0. 0. 0.],importa gent haga vida vacuna vivo normal siempr medio mentiroso quieren lavar coco,-1,0.08778135478496552,0.00780994538217783,0.04505755007266998
61,xhD0-FlAjRU,UCYtu1nsgyqt_t3JRB3k3xLw,De donde sacaron vacunas de que o para que culeros mentirosos,[0. 0. 0. ... 0. 0. 0.],sacaron vacuna culero mentiroso,-1,0.11383956670761108,0.16613303124904633,0.14727559685707092
62,xhD0-FlAjRU,UCRs5Va6ZDns5Qm7GNsJMC1w,Porque es un genio y no necesita ponerse esa porqueria!! Asi esta bien!!👍,[0. 0. 0. ... 0. 0. 0.],genio necesita poners porqueria bien,-1,0.03588814288377762,0.015562579967081547,0.0226551853120327
65,xhD0-FlAjRU,UC3b3qKprZ4Xw9jFceoNs5FA,No estoy vacunado. Tengo mejor salud. Me negué a caer en la propaganda democrática ONU GLOBALISTA. Pfeizer declaró que sus vacunas provocan problemas al corazón. Y las demás también?,[0. 0. 0. ... 0. 0. 0.],vacunado mejor salud negu caer propaganda democr tica globalista pfeizer declar vacuna provocan problema coraz tambi,-1,0.07852979749441147,0.011990923434495926,0.04177206754684448
66,xhD0-FlAjRU,UCINmd6mA-Eo-TgLoV3iup1A,"Me encantaría conocer a alguien así tan determinante y con una personalidad sin miedo,",[0. 0. 0. ... 0. 0. 0.],encantar conoc alguien determinant personalidad miedo,-1,0.023264331743121147,0.010934371501207352,0.011290575377643108
76,xhD0-FlAjRU,UCfYQSW98v3p4FKtJqtSrTig,El kobi termina cuando termina la narrativa de la prensa terrorsta financiada?? Sobre todo cuando dejen de meter palitos.Aunq siempre mantendran la estadistica para alargarlo en el tiempo😮,[0. 0. 0. ... 0. 0. 0.],kobi termina termina narrativa prensa terrorsta financiada dejen meter palito aunq siempr mantendran estadistica alargarlo tiempo,-1,0.14244480431079865,0.02388007566332817,0.07308707386255264
79,-cLGl6IPITo,UCV2LIhpIb1Xe5B6floz38fA,"Si usted jovencito, tiene mas experiencia que el Dr. Mongtanier en la parte científica, puede hablar, sino todo lo que habla son sandeces.",[0. 0. 0. ... 0. 0. 0.],ust jovencito experiencia mongtani part cient fica pued hablar sino habla sandec,-1,0.016763288527727127,0.009723138995468616,0.012791174463927746
80,-cLGl6IPITo,UCpSsem5FDkTsghBLiXSbIzA,"Teniendo en cuenta que la enfermedad si existe y que hubo un pico de mortalidad importante en 2020, no solo por la gente directamente fallecida de cvd sino por la dejadez general en atención sanitaria en enfermedades no cvd, negar los efectos adversos de las vcnas  ( yo conozco personalmente casos diagnosticados) y negar que fue una barbaridad el pinchar indiscriminadamente y mediante chantajes  sin atender al historial médico de los pacientes y su voluntad es de tener muy poca integridad moral o poco criterio e inteligencia. Partiendo de una enfermedad se montó un circo y el negocio del siglo, destrozando muchas vidas.",[0. 0. 0. ... 0. 0. 0.],cuenta enfermedad exist pico mortalidad important solo gent directament fallecida sino dejadez gener atenc sanitaria enfermedad negar efecto adverso vcna conozco personalment caso diagnosticado negar barbaridad pinchar indiscriminadament mediant chantaj atend histori dico pacient voluntad tener poca integridad moral criterio inteligencia partiendo enfermedad mont circo negocio siglo destrozando mucha vida,-1,0.03242340311408043,0.008528651669621468,0.023684222251176834
86,-cLGl6IPITo,UCsRGJdxA_DAbHDgdZnO30aQ,"Tengo una interrogante. Porqué tantas muertes por infartos en la población joven,  tengo 53 años y nunca había oído de tantas muertes por infartos .",[0. 0. 0. ... 0. 0. 0.],interrogant porqu tanta muert infarto poblaci joven nunca tanta muert infarto,-1,0.033969469368457794,0.007279112935066223,0.019328001886606216
92,-cLGl6IPITo,UClHOtUicAsalhcUufLGXMtw,Pero si ay mucha gente que estan muriendo por las vacunas entre ellos muchos niños por carditis trombosis y mas comprobado ay muchas vacunas que ponen que no protejen lo suficiente y dan muchos efectos malos y sin envargo las mejores vacunas que protejen mas y con manos efectos secundarios son las que que menos se ponen y pregunto quereis salvar vidas  o no,[0. 0. 0. ... 0. 0. 0.],mucha gent estan muriendo vacuna carditi trombosi comprobado mucha vacuna ponen protejen suficient efecto malo envargo mejor vacuna protejen mano efecto secundario meno ponen pregunto querei salvar vida,-1,0.26708611845970154,0.013889683410525322,0.10103129595518112
93,-cLGl6IPITo,UC74o8jR_nA6izG4zm12z7RQ,Muy sensacionalista el título,[0. 0. 0. ... 0. 0. 0.],sensacionalista tulo,-1,0.04026364907622337,0.04146012291312218,0.03733314201235771
95,-cLGl6IPITo,UC_INUPDi749QD-P9QeNtbyw,"Soy un adulto mayor. Perdi unos 30 años de mi vida para darme cuenta que mi situación      limitada no era culpa de nadie que tenía que tener una actitud mental positiva. Y fue cuando me di cuenta que debia de leer  y escuchar a los expertos del negativismo. Personas academicamente muy preparadas que siempre están dispuestas a enrostrarte todos los acontecimientos apocalípticos y catastrógicos que vendrán o están por venir. Y que en su arrogancia y preparación intimidan, para que los escuchemos. Me costo bastante dejar de leerlos y escucharlos para ver y actuar   con una actitud positiva y entender que son las personas con esa AMP, las que han hecho avanzar el mundo.",[0. 0. 0. ... 0. 0. 0.],adulto mayor perdi vida darm cuenta situaci limitada culpa nadi tener actitud mental positiva cuenta debia leer escuchar experto negativismo persona academicament preparada siempr dispuesta enrostrart acontecimiento apoc ptico catastr gico vendr venir arrogancia preparaci intimidan escuchemo costo bastant dejar leerlo escucharlo actuar actitud positiva entend persona hecho avanzar mundo,-1,0.0685480460524559,0.007393895648419857,0.03655340149998665
96,-cLGl6IPITo,UCwZwwnkloCY5c7oWsfojI8Q,Si tuvieras una opinión en contra de las vacunas  borrarían tu video. Tu opinión y video tiene muy poca credibilidad.,[0. 0. 0. ... 0. 0. 0.],opini vacuna borrar video opini video poca credibilidad,-1,0.026056818664073944,0.010761390440165997,0.016951847821474075
97,-cLGl6IPITo,UCLnQnkh7qJJVkwMF3cV0tmw,Esos prestigiosos profesores y cientificos estan financiados por estas elites genocidas .. jamas van a contradecir a quien le da de comer,[0. 0. 0. ... 0. 0. 0.],prestigioso profesor cientifico estan financiado elit genocida jama contradecir comer,-1,0.047789547592401505,0.009488079696893692,0.03259408846497536
98,-cLGl6IPITo,UC16GDVnef7KSG73tecAn60Q,"Mi hermano se 
Vacunó porque en Costa Rica la pusieron Obligatoria sino lo corrian del trabajo, pues un día cayó en la calle victima de un derrame cerebral grave3de muerte con sólo 45 años antes no pasaban estas cosas,y muchas gentes conocidas que se han muerto por infartos y derrames.",[0. 0. 0. ... 0. 0. 0.],hermano vacun costa rica pusieron obligatoria sino corrian trabajo pue call victima derram cerebr grave muert pasaban cosa mucha gent conocida muerto infarto derram,-1,0.055418968200683594,0.009809641167521477,0.02844913676381111
102,d8D1DlZn-BQ,UCXO-2k-kzRy_PMZgDZ4uBfw,Ante todo decir que la sanidad es competencia de las COMUNIDADES AUTÓNOMAS. El único problema que tiene la pública son los políticos  de DERECHAS. Los gobiernos de derechas son propensos a lo privado. Si éstos  recortan en la pública es normal que se alarguen las esperas por falta de personal.,[0. 0. 0. ... 0. 0. 0.],decir sanidad competencia comunidad noma nico problema blica tico derecha gobierno derecha propenso privado sto recortan blica normal alarguen espera falta person,-1,0.0894097313284874,0.010369292460381985,0.04477895423769951
103,d8D1DlZn-BQ,UC5H6gcop6Ubtk-VxrSfYXBQ,Si te estas muriendo la publica. Si solo tienes enfermedad grave la privada,[0. 0. 0. ... 0. 0. 0.],muriendo publica solo enfermedad grave privada,-1,0.32015782594680786,0.03187423571944237,0.09774158895015717
104,d8D1DlZn-BQ,UChWpb9ZMfkjBepdMgVGoBrw,"La sanidad es una mierda como una casa , es muy buena para el que viene de fuera , para el que es de aquí , ni es gratuita ni nada de nada , a mi me cobran quitándome todos los meses dinero de mi nómina ,para colmo mi mujer tiene un bulto en el pie y le dicen que eso no se lo cubre la seguridad social , 😮😂me quedado alucinado ,pero esto que es 😂😂😂me río por no llorar , pero si quieres ponerte RABO eso sí qu te entra ,despues de lo que pagamos , y tenemos que recurrir a un medico privado ......😮",[0. 0. 0. ... 0. 0. 0.],sanidad mierda casa buena vien gratuita cobran quit ndome mese dinero mina colmo mujer bulto dicen cubr seguridad social quedado alucinado llorar quier ponert rabo entra despu pagamo recurrir medico privado,-1,0.575321614742279,0.020389238372445107,0.18991640210151672
105,d8D1DlZn-BQ,UCYLW80SdpmGD8Nz0606CCkA,Cuando tengas algo grave tendrás que ir a la pública.,[0. 0. 0. ... 0. 0. 0.],grave tendr blica,-1,0.10777072608470917,0.12160112708806992,0.10011816769838333
107,d8D1DlZn-BQ,UC7a3BxHD31fmCzilyHJeY_g,"2 años en cola de espera para la atención de un especialista Maxilofacial en Catalunya. Olvídate de que te operen para quitarte las muelas del juicio, solo van a recetarte antibióticos y tranquilizantes en urgencias. Por no hablar de tema Psicología y Psiquiatría, de entre 3 y 4 meses para hacer un nulo seguimiento de tus medicamentos en sesiones de 20 min. Personal extranjero muy poco dedicado a su trabajo, Doctores que una vez pasan las pruebas de acceso para trabajar para el estado en el sector público siguen trabajando a pesar de hacer incorrectamente su trabajo. Personas muriendo por no ser atendidas en Catalunya ni ser tomadas en serio cuando reportan algún dolor en el cuerpo. El sistema público médico funcionará en Madrid pero no en otras partes del país. Y no es justo que después de que se exija tanto dinero a partir de impuestos y financiación para el estado únicamente se hagan recortes en el sector público de sanidad. Salarios indignos para los trabajadores del sector sanitario para las jornadas de trabajo que realizan y trato personal pésimo a las personas que requerimos atención personalizada en salud mental y no podemos permitirnos pagar por un terapeuta o un psiquiatra.",[0. 0. 0. ... 0. 0. 0.],cola espera atenc especialista maxilofaci catalunya date operen quitart muela juicio solo recetart antibi tico tranquilizant urgencia hablar tema psicolog psiquiatr mese hacer nulo seguimiento medicamento sesion person extranjero dedicado trabajo doctor pasan prueba acceso trabajar sector blico siguen trabajando pesar hacer incorrectament trabajo persona muriendo atendida catalunya tomada serio reportan dolor cuerpo sistema blico dico funcionar madrid part justo despu exija dinero partir impuesto financiaci nicament hagan recort sector blico sanidad salario indigno trabajador sector sanitario jornada trabajo realizan trato person simo persona requerimo atenc personalizada salud mental podemo permitirno pagar terapeuta psiquiatra,-1,0.15763546526432037,0.010798810981214046,0.07906843721866608
109,d8D1DlZn-BQ,UCTAWR-BG_mkq4AuWmHMVExA,"Malos muertos de los médicos de la sanidad pública, hay he dejan morir, negligentes, soolo para cobrar",[0. 0. 0. ... 0. 0. 0.],malo muerto dico sanidad blica dejan morir negligent soolo cobrar,-1,0.15368340909481049,0.011287946254014969,0.1087963879108429
111,d8D1DlZn-BQ,UCCqGUkauXrWoQraVrFnSXdg,"Pública para la gente con nuestros impuestos pero de gestión privada . Por qué de pública no tiene nada ,te quitan bastante dinero .",[0. 0. 0. ... 0. 0. 0.],blica gent impuesto gesti privada blica quitan bastant dinero,-1,0.08919771760702133,0.057376984506845474,0.0843563973903656
112,d8D1DlZn-BQ,UCupkk6seuAbfhkqIq-Xz90A,"Absurdo la privada es mil veces mejor y aún así es deficiente comparada con la sanidad Rusa por ejemplo, es una vergüenza como mucho en España.
No nos engañemos aparte de que es imposible que sean independientes pues comparten gran parte de los médicos.
La diferencia está en que el la privada al pagar te dan un trato superior, más rápido y fiable que la sanidad pública por desgracia para nosotros.",[0. 0. 0. ... 0. 0. 0.],absurdo privada vece mejor deficient comparada sanidad rusa ejemplo verg enza espa enga emo apart impos independient pue comparten gran part dico diferencia privada pagar trato superior pido fiabl sanidad blica desgracia,-1,0.651774525642395,0.044247817248106,0.36139363050460815
113,d8D1DlZn-BQ,UCFFK3vjkLZ-FnVQXhHFE8Ow,"¿Es justo compartir la sanidad con gente malvada, o con gente que no ha participado en financiarla? 
La sanidad y todo lo público es injusto por naturaleza. Puede defenderse, pero jamás bajo criterios de justicia.",[0. 0. 0. ... 0. 0. 0.],justo compartir sanidad gent malvada gent participado financiarla sanidad blico injusto naturaleza pued defenders bajo criterio justicia,-1,0.11752118915319443,0.007981219328939915,0.04919680207967758
115,d8D1DlZn-BQ,UC1IFvCNvUMdzlWcZUvSA0RQ,"La gente debería vivir (y tener algún problema médico gordo) en USA un tiempo, y veríamos cómo se quedaban con la sanidad pública española. Los gobiernos de derechas la intentan privatizar y eso es un error, sólo apto para millonarios. 
¡Cuidemos la sanidad pública!",[0. 0. 0. ... 0. 0. 0.],gent deber vivir tener problema dico gordo tiempo amo quedaban sanidad blica espa gobierno derecha intentan privatizar error apto millonario cuidemo sanidad blica,-1,0.10621728748083115,0.011961041949689388,0.051635727286338806
116,d8D1DlZn-BQ,UCJGJzZyUE2qwphfyizcAClg,La sanidad pública es muy lenta y eso puede marcar la diferencia entre la vida y la muerte.,[0. 0. 0. ... 0. 0. 0.],sanidad blica lenta pued marcar diferencia vida muert,-1,0.4043521583080292,0.09047611057758331,0.1923626959323883
119,V0UHzu40oDc,UCBp7oIcR4qWDFrHZWfCHVeg,Todavia no han encerrado a estos terroristas?,[0. 0. 0. ... 0. 0. 0.],todavia encerrado terrorista,-1,0.06446801871061325,0.014345569536089897,0.03583966940641403
121,V0UHzu40oDc,UC5AeF6KDNBE7U-CXb15DVPQ,"Lamentablemente hacemos muchas maldades, porqué y parque?
se solo estamos de paso, no comprendo, será que necesitan más espacio se le quedó corto",[0. 0. 0. ... 0. 0. 0.],lamentablement hacemo mucha maldad porqu parqu solo paso comprendo necesitan espacio qu corto,-1,0.04605146497488022,0.004183505196124315,0.018883375450968742
123,V0UHzu40oDc,UCgVEOU6115vCBSje8b8Cpvg,La oms ya la tienen lista ..a donde la van tirar no sabemos..o es otra falsa pandemia con terrorismo informatico para infundir temor en la poblacion y bajar las defensas..no asesinaron suficiente poblacion .ahora se inventan otra.....no coman cuento abran su mente y su conciencia....orden mundial asesino,[0. 0. 0. ... 0. 0. 0.],lista tirar sabemo falsa pandemia terrorismo informatico infundir temor poblacion bajar defensa asesinaron suficient poblacion ahora inventan coman cuento abran ment conciencia orden mundial asesino,-1,0.1177658960223198,0.007757107261568308,0.0609140545129776
124,V0UHzu40oDc,UCyfM_ZEaJpZ1oJS2nQk5BdA,Inga tu mauser 😅,[0. 0. 0. ... 0. 0. 0.],inga mauser,-1,0.10145750641822815,0.041593119502067566,0.09619499742984772
125,V0UHzu40oDc,UCeHotKlKlqs1ubwg0PN8wLA,Mentiroso esta trabajando con el grupo de los ricos como dijo trump ni un apoyo mas,[0. 0. 0. ... 0. 0. 0.],mentiroso trabajando grupo rico dijo trump apoyo,-1,0.12850821018218994,0.02258928492665291,0.05347057431936264
130,V0UHzu40oDc,UC78KiL0ixocGeOrryXBw0Fg,"Tragacionistas y ministerio gubernamentales y políticos no quieren perder su estatus de seguir explotando a sociedad en el mundo,dicho,solo buscan perjudicar a la humanidad como claro ejemplo crisis económico por pésimo gestión y gran conspiradores de covid,engañandole a los ciudadanos y sometiendo,es muy absurdo los elites económicos no toda la sociedad le va creer,pero si desde ahora el mundo civilizado exije, gestión pública y transparente y no secretos puertas cerradas y dejar engañar hp?????",[0. 0. 0. ... 0. 0. 0.],tragacionista ministerio gubernamental tico quieren perder estatu seguir explotando sociedad mundo dicho solo buscan perjudicar humanidad claro ejemplo crisi econ mico simo gesti gran conspirador covid enga andol ciudadano sometiendo absurdo elit econ mico toda sociedad creer ahora mundo civilizado exij gesti blica transparent secreto puerta cerrada dejar enga,-1,0.21000200510025024,0.00927409715950489,0.10208779573440552
