,video_id,author,comment,vectores_tfidf,comment_stem,sentiment,targeted,hateful,aggressive
15,7GEthqco3Ys,UC8el9A0a3KCTB52wdKPpHng,Ya hay muchos inmigrantes mexicanos en Dallas Texas.  muchos ilegales y consiguiendo empleos.  nadie va a ser deportado.  mantenerse seguro,[0. 0. 0. ... 0. 0. 0.],inmigrant mexicano dalla texa ilegal consiguiendo empleo nadi deportado manteners seguro,-1.0,0.04259300231933594,0.9182918667793274,0.6266854405403137
16,7GEthqco3Ys,UCB-v9Tq4JoKI42RY56p6kkw,Como tratan de cubrir sus propuestas anti-inmigrares y dividiendo a quien “no va afectar y a quien si”,[0. 0. 0. ... 0. 0. 0.],tratan cubrir propuesta anti inmigrar dividiendo afectar,-1.0,0.007888796739280224,0.10236171633005142,0.03212443366646767
17,7GEthqco3Ys,UCXVwf-6ejNqSJO1Om6R1pxQ,yo todavía no me pronunciare esperare más información al respecto estén pendientes de mi pronunciamiento posiblemente sea más tarde ahorita no puedo estoy acostado estén pendientes más q todo los latinitos racistas y latinitas racistas,[0. 0. 0. ... 0. 0. 0.],todav pronunciar esperar informaci respecto pendient pronunciamiento posiblement tard ahorita puedo acostado pendient latinito racista latinita racista,-1.0,0.06780394166707993,0.5259335041046143,0.26240453124046326
18,7GEthqco3Ys,UCH_HLi7j89MRx9TsS4r4YLg,"Gente no les crean en el proceso van a deportar parejo , puras mentiras.",[0. 0. 0. ... 0. 0. 0.],gent crean proceso deportar parejo pura mentira,-1.0,0.009288132190704346,0.42192262411117554,0.10922838747501373
19,7GEthqco3Ys,UCuCOf1c8LhSUhIISgqxfImw,Qué aguanten hambre todo eso gringos que viven en Miami,[0. 0. 0. ... 0. 0. 0.],aguanten hambr gringo viven miami,-1.0,0.011283583007752895,0.8508303761482239,0.466614305973053
20,7GEthqco3Ys,UCEu5kbNQkBgLlZFXHLKfZUg,Claro no te va a afectar y ya se fueron todos a otros estados por el miedo 😮,[0. 0. 0. ... 0. 0. 0.],claro afectar miedo,-1.0,0.013922148384153843,0.03536323457956314,0.022998806089162827
21,XP5NeMX7-Po,UCwR87_rIChXD5VKynrWA_2w,"El quitarle dinero a la gente trabajadora que paga impuestos, para darle a los inmigrantes venezolanos, hace a los trabajadores más pobres y a los  inmigrantes más zánganos y atenidos.",[0. 0. 0. ... 0. 0. 0.],quitarl dinero gent trabajadora paga impuesto darl inmigrant venezolano hace trabajador pobr inmigrant ngano atenido,-1.0,0.013685530982911587,0.7059656977653503,0.26442715525627136
22,XP5NeMX7-Po,UC6zT5Vsrri9PxNziSNy7g8Q,La mayor culpa deque vayan a Estados Unidos tanta gente   Es de  Biden    fue el  quien dijo  que las fronteras están habiertas  por que Estados Unidos es de migrantes con eso salieron como locos. pocos serán personas responsables la mayoría son personas  de malos antecedentes hablando de Venezolanos ellos an demostrado ser personas  altaneras no tienen humildad  y piensan que son superiores a los demás los que rentan  mienten dicen que es para 5 personas pero en realidad  son más de dies  personas que van a vivir,[0. 0. 0. ... 0. 0. 0.],mayor culpa dequ vayan unido tanta gent biden dijo frontera habierta unido migrant salieron loco poco persona respons mayor persona malo antecedent hablando venezolano demostrado persona altanera humildad piensan superior rentan mienten dicen persona realidad die persona vivir,-1.0,0.009454107843339443,0.6201806664466858,0.2252248078584671
23,XP5NeMX7-Po,UCaaxp4p81gvba-9b_cEaLQw,"Cuando están entrando, se muestran como mansas palomas, pero apenas se les da ayuda, se les colabora quieren arrancarte el brazo, y si no te apulalan o asesinan, porque eso es lo que son, flojos para trabajar, sanganos y buenos para nada. Donde llegan aterrorizan las ciudades para conseguir lo que quieren.",[0. 0. 0. ... 0. 0. 0.],entrando muestran mansa paloma apena ayuda colabora quieren arrancart brazo apulalan asesinan flojo trabajar sangano bueno llegan aterrorizan ciudad conseguir quieren,-1.0,0.01125740259885788,0.8362691402435303,0.4024774730205536
24,XP5NeMX7-Po,UCW_iJd0iIx2GWQ1AaRoln5g,Venezuela parece un pais de africa por su gente,[0. 0. 0. ... 0. 0. 0.],venezuela parec pai africa gent,-1.0,0.016750341281294823,0.10519324988126755,0.04034636169672012
25,XP5NeMX7-Po,UCzBejJn2kn5C2UsLuXmO6kw,Pero claro hacen esta declaracion para quitarse ese gran problema de encima. Son un dolor de cabeza al pais que llegan.,[0. 0. 0. ... 0. 0. 0.],claro hacen declaracion quitars gran problema encima dolor cabeza pai llegan,-1.0,0.004488763865083456,0.054029352962970734,0.023525096476078033
26,XP5NeMX7-Po,UClOnFbWUmyPST56OwDUKfMw,Fuera Venezolanos.  Reclamenle y pidanle a su gobierno que eligieron.  Respeten para ser respetados.  Ahi esta su comunismo!,[0. 0. 0. ... 0. 0. 0.],venezolano reclamenl pidanl gobierno eligieron respeten respetado comunismo,-1.0,0.006527534686028957,0.2400006651878357,0.0947861447930336
27,XP5NeMX7-Po,UCS1UQSZhvK2l0WJK1FaHtQg,Nadie quiere a los chamos en todo el mundo ya saben cómo son,[0. 0. 0. ... 0. 0. 0.],nadi quier chamo mundo saben,-1.0,0.009536870755255222,0.024185335263609886,0.016805073246359825
28,XP5NeMX7-Po,UClnsmD-MMUW-WI-5RTMXjUw,Lo k han hecho en peru de  robar violar y matar da miedo cuanta lacra va revuelta xk hay tanto buenos como malos hay mujeres k estan acostadas en las entradas de tiendas mexicanas y con niños pues los niños los mandan a pedir limosna para k den lastima xk las mujeres estan ahi tiradas nomas en lugar de buscar trabajo son flojos de verdad son como parasitos solo piden y k sea billete xk les das monedas y te las regresan y dicen billetes Son una carga para los k pagamos impuestos,[0. 0. 0. ... 0. 0. 0.],hecho peru robar violar matar miedo cuanta lacra revuelta bueno malo mujer estan acostada entrada tienda mexicana pue mandan pedir limosna lastima mujer estan tirada noma lugar buscar trabajo flojo verdad parasito solo piden billet moneda regresan dicen billet carga pagamo impuesto,-1.0,0.019006960093975067,0.8943222165107727,0.5134539604187012
29,XP5NeMX7-Po,UCvqok6BDOMi__HY55DrK5IQ,Paravuno trabajar trabaja en cualquier parte. Esa gente es lo peor que le puede pasar a un pais.,[0. 0. 0. ... 0. 0. 0.],paravuno trabajar trabaja cualquier part gent peor pued pasar pai,-1.0,0.010797654278576374,0.04702726751565933,0.020873628556728363
30,XP5NeMX7-Po,UC1N9c2dAFoA0TteS0FnzpUw,Todos los que entraron ilegal desvuelvanlo pero no solamente a los venezolanos a todos,[0. 0. 0. ... 0. 0. 0.],entraron ileg desvuelvanlo solament venezolano,-1.0,0.03776633366942406,0.9496425986289978,0.7646732926368713
31,XP5NeMX7-Po,UCIKs_-Y5pbv8B48G2jF_N5w,"Chile , Peru , Colombia , ecuador, Bolivia están amenazados por bandas terroristas venezolanas ..lam inteligencia de EEUU ya lo debe saber por eso retrocedieron y ahora expulsan a estas personas.. que entre ellos pueden infiltrarse estos criminales terroristas. revisan las noticias de chile peru colombia y ecudor...las extorciones sicariatos asesinatos descuartizamiento prostitución llego con esa migracion. Revisen lo que pasa en estos paises y se sorprenderan .",[0. 0. 0. ... 0. 0. 0.],chile peru colombia ecuador bolivia amenazado banda terrorista venezolana inteligencia eeuu debe saber retrocedieron ahora expulsan persona pueden infiltrars criminal terrorista revisan noticia chile peru colombia ecudor extorcion sicariato asesinato descuartizamiento prostituci llego migracion revisen pasa pais sorprenderan,-1.0,0.010426693595945835,0.3836513161659241,0.2038455456495285
32,IGtQDo-Aw0k,UC-zlWSeFQK1E-GPVz8hGFmw,"Esta señora tiene muchísima razón España no es solo blanca ya hay mucha mezcla de raza y cultura, siendo un país q colonizo tantos países en el mundo",[0. 0. 0. ... 0. 0. 0.],much sima espa solo blanca mucha mezcla raza cultura siendo colonizo tanto mundo,-1.0,0.023498747497797012,0.7083319425582886,0.1655074805021286
33,IGtQDo-Aw0k,UCiKVNOGR-xfYpeGDgaZ3E_g,Es increible como España sufre la imvasión,[0. 0. 0. ... 0. 0. 0.],increibl espa sufr imvasi,-1.0,0.01539013534784317,0.03678340092301369,0.038490474224090576
34,IGtQDo-Aw0k,UCjMWj7A6IiXdSKbPZnD_Kxw,"Aquí  si alguien sobra son los invasores,",[0. 0. 0. ... 0. 0. 0.],alguien sobra invasor,-1.0,0.03994838520884514,0.4700976014137268,0.26626357436180115
35,IGtQDo-Aw0k,UC5NUxSA_vKPc-A4KNDhbHrg,Pues nada que una mujer con turbante se puede creer lo que quiera madre mia asi empezo suecia,[0. 0. 0. ... 0. 0. 0.],pue mujer turbant pued creer quiera madr empezo suecia,-1.0,0.02670796401798725,0.15181227028369904,0.05459590256214142
36,IGtQDo-Aw0k,UCP6Lp4rpKL2yLs1zhFO9eDw,"En sus países no son tan valientes,bienes aquí y sacan las fuerzas y la chulería,y dices lo que hay y te tachan de racista.lo tenemos claro😢",[0. 0. 0. ... 0. 0. 0.],valient bien sacan fuerza chuler dice tachan racista claro,-1.0,0.015950040891766548,0.040089093148708344,0.0294256079941988
37,gK8k04hTpXQ,UCYgVZ4FNxaJi7nKySQ4p69g,"Hola! Me gustó el vídeo..me hizo llorar el final, pies estoy pensando en emigrar allá y de pronto me sentó identificada sentimentalmente...",[0. 0. 0. ... 0. 0. 0.],hola gust hizo llorar final pie pensando emigrar pronto sent identificada sentimentalment,-1.0,0.011837286874651909,0.02012607455253601,0.014243419282138348
38,gK8k04hTpXQ,UCle-E5OVN34BNj5fhBi4W8A,Joder la pava del minuto 2:23 no tiene para vivir bien con su economía pero tiene 5 hijos....,[0. 0. 0. ... 0. 0. 0.],joder pava minuto vivir bien econom hijo,-1.0,0.01151227205991745,0.01498422957956791,0.012571298517286777
39,gK8k04hTpXQ,UCeczeki06YyK9vLRN1_B4cQ,"Queremos emigrantes hispanos, no africanos que no tenemos nada en comun. Los hispanos son españoles de America. La independencia fue un desastre para todos, solo ganaron nuestros enemigos. Ingleses franceses norteamericanos etc.",[0. 0. 0. ... 0. 0. 0.],queremo emigrant hispano africano comun hispano espa ole america independencia desastr solo ganaron enemigo ingles frances norteamericano,-1.0,0.021266166120767593,0.8437113165855408,0.4148399829864502
40,gK8k04hTpXQ,UChtxD71jvodZGVPuDYwEBag,Lo que no puede ser que los españoles estemos pagando una hipoteca y los que vienen de fuera casas gratis asin no son las cosas joder,[0. 0. 0. ... 0. 0. 0.],pued espa ole pagando hipoteca vienen casa grati asin cosa joder,-1.0,0.006474639289081097,0.03217386454343796,0.01631377637386322
41,gK8k04hTpXQ,UCLtL21Urd5KBqXY_kg3hw-Q,"Por favor! Como si fueran suizos!! Ellos fueron a matarse el hambre a Latam, como en Argentina, y no eran muy glamurosos justamente,sin embargo los recibimos con los brazos abiertos. Lamentable que se olviden, te gan cuidado, el.mundo esta muy peligroso. No vaya a ser que les toque la inversa y tengan que emigrar de nuevo españoletes",[0. 0. 0. ... 0. 0. 0.],favor suizo matars hambr latam argentina glamuroso justament embargo recibimo brazo abierto lament olviden cuidado mundo peligroso vaya toqu inversa emigrar nuevo espa olet,-1.0,0.033645570278167725,0.8927181363105774,0.6655603647232056
42,gK8k04hTpXQ,UCVBnPAmducdykPWHrXj1ibw,SOY ESPAÑOLA CON 61 AÑOS HARTA Y MUY CANSADA DE TRABAJAR DESDE JOVEN. A MI JAMAS EN MI VIDA ME HAN DADO AYUDAS EN MI PAIS Y TUVE QUE SACAR SOLA 2 HIJOS ADELANTE. Y? NO ME CONSIDERO RACISTA BAJO NINGUN CONCEPTO. MI FAMILIA PARTERNA ESTUVO TRABAJANDO TODA SU VIDA EN ALEMANIA EN FABRICAS. Y? EVIDENTEMENTE MARCHARSE DE TU PAIS DE ORIGEN PARA BUSCAR MEJOR PORVENIR FUERA NO ES SENCILLO PARA NINGUN SER HUMANO. OBVIO. Y MUCHOS LLEGAN HASTA ESPAÑA MUY EQUIVOCADOS. CREEN QUE AQUI POR ARTE DE MAGIA VAN A SOLUCIONAR SU VIDA EN 2 DIAS. LOS ESPAÑOLES MISMOS ESTAMOS HARTOS DE TRABAJAR Y PAGAR IMPUESTOS. Y SI NO TIENES DINERO TE BUSCAS LA VIDA. DESDE HACE UNOS 30 AÑOS ATRAS NO PARAMOS DE RECIBIR GENTE DE FUERA. Y DE HECHO ELLOS@ HAN RECIBIDO MAS AYUDA QUE LOS PROPIOS ESPAÑOLES. ESO LO PAGAMOS NOSOTROS CON LOS IMPUESTOS. Y NO SOMOS RACISTAS. AQUI NO EXISTE EL RACISMO. PERO POR DESGRACIA MUCHA GENTE NO VIENE A TRABAJAR. ESTO ES UNA REALIDAD. ULTIMAMENTE SE HA DUPLICADO LA DELINCUENCIA. LOS ROBOS EN DOMICILIOS O DELITOS MILES. SOY DE LA OPINION QUE LA INMIGRACION DEBE SER COMPLETAMENTE REGULADA. POR BIEN DE ELLOS MISMOS Y TODOS NOSOTROS. EN UN SOLO MES HE SUFRIDO 2 ROBOS SEGUIDOS POR INMIGRANTES ILEGALES.,[0. 0. 0. ... 0. 0. 0.],espa harta cansada trabajar joven jama vida dado ayuda pai sacar sola hijo adelant considero racista bajo ningun concepto familia parterna trabajando toda vida alemania fabrica evidentement marchars pai origen buscar mejor porvenir sencillo ningun humano obvio llegan espa equivocado creen aqui art magia solucionar vida dia espa ole mismo harto trabajar pagar impuesto dinero busca vida hace atra paramo recibir gent hecho recibido ayuda propio espa ole pagamo impuesto racista aqui exist racismo desgracia mucha gent vien trabajar realidad ultimament duplicado delincuencia robo domicilio delito mile opinion inmigracion debe completament regulada bien mismo solo sufrido robo seguido inmigrant ilegal,-1.0,0.017291633412241936,0.8411637544631958,0.45022401213645935
43,gK8k04hTpXQ,UC5t8A23qCdldhyzz0H26X2g,"Cuando yo fui algunos hombres españoles si me parecieron groseros. Yo visto muy seria y sin embargo algunos me ofrecían dinero para q tenga relaciones y cuando les dije q q pasaba q no tenían q decirme eso los 6 tipos me dijeron es q eres latina pa eso vienen ( aclaro q los tipos fueron adultos, no en el mismo lugar, y fueron en lugares para mí normales taxi, tren, café, me pareció bien grosero eso)",[0. 0. 0. ... 0. 0. 0.],hombr espa ole parecieron grosero visto seria embargo ofrec dinero relacion dije pasaba decirm tipo dijeron latina vienen aclaro tipo adulto mismo lugar lugar normal taxi tren pareci bien grosero,-1.0,0.010432397946715355,0.5684524774551392,0.14376749098300934
44,gK8k04hTpXQ,UC5I_dt3zY7pqX2BbrqFppfA,"Habria que escuchar ambas versiones, los que dicen que se han sentido discriminados, a saber que han hecho para que asi sea. Porque al igual que hay racismo o xenofobia, tambien los hay que van de santos y son unos listos de mucho cuidado. Aqui en Sevilla, donde yo resido, muchos de los latinos van a la vida facil, a vender su cuerpo por tal de no trabajar e intentar robar al cliente, y se quejan de no tener una vida mejor. Eso lo se de primera mano que lo he vivido de cerca, y no, no es racismo, son cosas que yo he vivido.",[0. 0. 0. ... 0. 0. 0.],habria escuchar amba version dicen discriminado saber hecho igual racismo xenofobia tambien santo listo cuidado aqui sevilla resido latino vida facil vender cuerpo trabajar intentar robar client quejan tener vida mejor primera mano vivido cerca racismo cosa vivido,-1.0,0.010671715252101421,0.7408387660980225,0.2661884129047394
45,gK8k04hTpXQ,UCCA4ASekCQY8r-p8yuKJhBA,"Que le den gracias a Dios,por estar en este gran país ,y que tienen educación sanidad gratuita ,cosa que no tienen ni en los países de origen,y de rasismo nada",[0. 0. 0. ... 0. 0. 0.],gracia dio gran educaci sanidad gratuita cosa origen rasismo,-1.0,0.00762941176071763,0.04156023636460304,0.023350050672888756
46,gK8k04hTpXQ,UCgqapl8ECULimapfS6eW-7A,"Pregunta a los españoles como les tratan en los países nórdicos, aunque el español sea blanco es humillado y discriminado. Y otros españoles en ESTADOS UNIDOS, FREGANDO Y DE CAMAREROS ILEGALMENTE, se quedan en Estados Unidos ya con vida de turista que expira y no se van!!! MI PADRE ES AMERICANO, MI MADRE MEXICANA... HABLO PORQUE LO MIRO TODO EL TIEMPO.... JAJAJAJAJA ME CAGO DE RISA.",[0. 0. 0. ... 0. 0. 0.],pregunta espa ole tratan rdico aunqu espa blanco humillado discriminado espa ole unido fregando camarero ilegalment quedan unido vida turista expira padr americano madr mexicana hablo miro tiempo jajajajaja cago risa,-1.0,0.06059146299958229,0.9387769103050232,0.6970490217208862
47,gK8k04hTpXQ,UCcSXXgk2lWKTBw4TQak1lOw,Hay una cosa que no entiendo: si la señora es de un país pobre y encima vive como tal ¿por qué tiene cinco hijos?  😮,[0. 0. 0. ... 0. 0. 0.],cosa entiendo pobr encima vive cinco hijo,-1.0,0.009064742363989353,0.01943286880850792,0.012649777345359325
48,XwbkN49F1A0,UC_N5vs_HWNgnibuU70QX9-A,"Ese delincuente que dice que alos caravaneros ilegales invasores. No se les puede tocar.  Que los mantenga el. Y les de todo.  Casa comida. Y dinero.  Y todo. A millones. Y millones. De bocas  haber si no.  El mismo los corre Asus países de origen.  Que vallan a exigir.  Asus gobernantes de sus países  es un delito invadir países. Y ser una carga muy pesada  para el gobierno. Y los contribuyentes  de todo Norteamérica. Desde México ee,uu. Y Canadá.   Por qué todos los refugiados  viven del sistema del gobierno  de cada país que ellos invaden y eso ase quebrar las económicas. Y pone en inseguridad. A toda la población   de cada país. Que ellos invaden.     Es un delito invadir países   por qué violencia la 🔐  🔐   la seguridad  nacional. Y las soberanias. .",[0. 0. 0. ... 0. 0. 0.],delincuent dice alo caravanero ilegal invasor pued tocar mantenga casa comida dinero millon millon boca haber mismo corr asu origen vallan exigir asu gobernant delito invadir carga pesada gobierno contribuyent norteam rica xico canad refugiado viven sistema gobierno cada invaden quebrar econ mica pone inseguridad toda poblaci cada invaden delito invadir violencia seguridad nacion soberania,-1.0,0.07747776806354523,0.8406069278717041,0.6727548837661743
49,XwbkN49F1A0,UCQFQreuVfb7dsXhRbeXWI4A,"MÉXICO ES UN PAÍS QUE TE DA LA MANO CUANDO SE NECESITA, PERO ESTOS MIGRANTES VINIERON A IMPONER SU VOLUNTAD, A HACER DESTROZOS Y HA DELINQUIR. 

LOS RECURSOS EN UN CUALQUIER PAÍS ES FINITO, Y HASTA QUE VEAN QUE LOS RECURSOS NO ALCANZAN PARA MANTENER A MÁS PERSONAS DE LO QUE EL PAÍS PUEDE SOPORTAR EL GOBIERNO NO HARÁ NADA.",[0. 0. 0. ... 0. 0. 0.],xico mano necesita migrant vinieron impon voluntad hacer destrozo delinquir recurso cualquier finito vean recurso alcanzan manten persona pued soportar gobierno,-1.0,0.005695863161236048,0.5472056269645691,0.19437262415885925
50,XwbkN49F1A0,UC2smUTp215DE06wQ5r6kRYg,Nunca pense q El presidente de Mexico  se prestaria para tener ningun acueedo con eeuu ni Cuba ya q El sabes pq uyen Los cubanos te creia justo 💖 ❤️,[0. 0. 0. ... 0. 0. 0.],nunca pens president mexico prestaria tener ningun acueedo eeuu cuba sabe uyen cubano creia justo,-1.0,0.011937200091779232,0.26853257417678833,0.09255773574113846
51,XwbkN49F1A0,UCAuz9jBNXjBB0vRllN4rzpA,"Alos migrantes no se les pueden poner muros ni barreras, pero lo que esta gente no quiere enender es que estados unidos no los quiere y los demas paises tampoco por que no quieren trabajar y se quejan de todo mejor que se regresen a sus paises y dejen de pensar Que estados unidos esta obligado a ayudarlos.",[0. 0. 0. ... 0. 0. 0.],alo migrant pueden poner muro barrera gent quier enend unido quier dema pais tampoco quieren trabajar quejan mejor regresen pais dejen pensar unido obligado ayudarlo,-1.0,0.007471279241144657,0.740149199962616,0.3324756324291229
52,XwbkN49F1A0,UCDb-RxfyJs6ruomy-l_ZwRg,Si a México le quitan la Visa américa no habrá migrantes en las fronteras,[0. 0. 0. ... 0. 0. 0.],xico quitan visa rica habr migrant frontera,-1.0,0.019905010238289833,0.679192841053009,0.2925584316253662
53,XwbkN49F1A0,UCpeyXym-gn5siQ-38FTp9XQ,"Un problema creado. No pueden ser todos ricos en este planeta, si no  quién es el burro que limpia? Que frega platos? El recoge basura?  Hasta en las naciones ricas hay pobres, si no quién hará ese trabajo de burrito?? En rey? Los empresarios,los políticos?  Está todo muy bien diseñado para que sea así 🙄👌",[0. 0. 0. ... 0. 0. 0.],problema creado pueden rico planeta burro limpia frega plato recog basura nacion rica pobr trabajo burrito empresario tico bien dise,-1.0,0.014692461118102074,0.4257470369338989,0.1162843257188797
54,XwbkN49F1A0,UCfqNDoI3y9EmdLfiGVPKajg,Esta excelente que paren el flujo por que se quedan en mexico y no a trabajar solo andan bagando y pidiendo dinero.,[0. 0. 0. ... 0. 0. 0.],excelent paren flujo quedan mexico trabajar solo andan bagando pidiendo dinero,-1.0,0.005453488789498806,0.5255419015884399,0.13116750121116638
55,J0sJLk_Ytpg,UCTyMygy3j5h98SaOkkBqG2Q,Los que vienen con contrato de trabajo bien.Los inmigrantes ilegales que invaden españa no.Frontera e inmigra ion controlada sí.,[0. 0. 0. ... 0. 0. 0.],vienen contrato trabajo bien inmigrant ilegal invaden espa frontera inmigra controlada,-1.0,0.020035993307828903,0.9366776943206787,0.6544704437255859
