,video_id,author,comment,vectores_tfidf,comment_stem,sentiment,hateful,targeted,aggressive
44,e72LJsKIp_o,UCUifxEoe62YP44VEIoAm8kQ,"El precio del suelo por las nubes, el precio de los materiales por las nubes, el precio de la energía por las nubes. Con estas cartas cómo se va  a crear vivienda nueva?
Si no hay vivienda nueva los precios de la vivienda de segunda mano seguirá subiendo como la espuma porque, independientemente de los tipos de interés, la gente se seguirá endeudando hasta las orejas porque el techo es necesario para vivir.
Obviamente hasta cierto límite en el cual explotará todo y la crisis del 2008 va a ser un chiste.",[0. 0. 0. ... 0. 0. 0.],precio suelo nube precio material nube precio energ nube carta crear vivienda nueva vivienda nueva precio vivienda segunda mano seguir subiendo espuma independientement tipo inter gent seguir endeudando oreja techo necesario vivir obviament cierto mite explotar crisi chist,-1,0.08554163575172424,0.006461316253989935,0.03722681477665901
45,e72LJsKIp_o,UCDQ738xhfFVRLz-Z1HpQfBA,"no hay ese rumor porque esta todo manipulado , la economía se va a frenar si o SI ,los datos poco a poco van mostrando que vamos a una recesion , tenemos los peores gestores (POLITICOS) de la historia",[0. 0. 0. ... 0. 0. 0.],rumor manipulado econom frenar dato mostrando vamo reces peor gestor politico historia,-1,0.01559887733310461,0.010458935052156448,0.012277508154511452
49,e72LJsKIp_o,UCGEW-nChYbIsQGyKddddZVg,"Bajar bajar, no bajan. Vender vender, no se vende. Muchas operaciones de compraventa no son reales. El mercado está parado.",[0. 0. 0. ... 0. 0. 0.],bajar bajar bajan vender vender vend mucha operacion compraventa real mercado parado,-1,0.178115114569664,0.010660212486982346,0.053797826170921326
58,e72LJsKIp_o,UCHUpOQC0qXkSAH9wx2UamqQ,Este no se entera.... Q no hay crisis dice? Eate esta en las nubes con dios pq hay mucha gente q no llega a fin de mes,[0. 0. 0. ... 0. 0. 0.],entera crisi dice eat nube dio mucha gent llega,-1,0.06760087609291077,0.023607926443219185,0.03200254961848259
62,O5wYZ0fOdyw,UCOEdR_DKR5Xrizok4DuXYHQ,"Baleares menorca, vamos que estoy en el peor sitio xd",[0. 0. 0. ... 0. 0. 0.],balear menorca vamo peor sitio,-1,0.034646473824977875,0.011764424853026867,0.02530037797987461
64,O5wYZ0fOdyw,UCD6vPETWbr6eC0HYgfZr5zw,1900 euros seran brutos no netos,[0. 0. 0. ... 0. 0. 0.],euro seran bruto neto,-1,0.11516329646110535,0.035905543714761734,0.06264941394329071
71,O5wYZ0fOdyw,UCqqv3QvY1eQynBd3OcR5ckQ,"Todos los datos que llegan del gobierno son falsos, muy poca gente gana 1500 netos mensualmente, aun no es momento de invertir en inmuebles, los intereses estan altos y los precios por las nubes, puedes comprar barato pero casas en barrios malos y para reformar, no es momento para comprar.",[0. 0. 0. ... 0. 0. 0.],dato llegan gobierno falso poca gent gana neto mensualment momento invertir inmuebl interes estan alto precio nube pued comprar barato casa barrio malo reformar momento comprar,-1,0.09434422850608826,0.007508545182645321,0.03108902834355831
72,O5wYZ0fOdyw,UC5H6gcop6Ubtk-VxrSfYXBQ,"X que no nombras a Canarias, que es la peor 😢",[0. 0. 0. ... 0. 0. 0.],nombra canaria peor,-1,0.12343405187129974,0.07919298857450485,0.10789821296930313
77,O5wYZ0fOdyw,UC4i-Df_TNwHYo2F4oS58ABw,"voy a ver el vídeo a ver si me entero de porqué están abriendo inmobiliarias por todos lados. Supongo que la gente no quiere alquilar debido a la inseguridad jurídica.  Es desolador mirar la oferta de alquiler para larga duración. ""Entre todos la mataron y ella sola se murió"".",[0. 0. 0. ... 0. 0. 0.],entero porqu abriendo inmobiliaria lado supongo gent quier alquilar debido inseguridad dica desolador mirar oferta alquil larga duraci mataron sola muri,-1,0.06685403734445572,0.009751195088028908,0.029278291389346123
83,_Df4kc0tF-Y,UC5Z70ohLbPfxJLuABth0KIw,"Que no bajan los precios que no! Que existe la inflación y no es pequeña. Son recursos limitados al igual que antes, cada vez hay menos terreno en españa de españoles. Por lo tanto tendremos que vivir en algún sitio. Seguirá existiendo la demanda y la necesidad.
No habrá tanta compra, pues claro.
Pero no va a bajar.
Ya puede estar en el culo del mundo tú inmueble.",[0. 0. 0. ... 0. 0. 0.],bajan precio exist inflaci pequ recurso limitado igual cada meno terreno espa espa ole vivir sitio seguir existiendo demanda necesidad habr tanta compra pue claro bajar pued culo mundo inmuebl,-1,0.41836732625961304,0.008415523916482925,0.11766905337572098
84,_Df4kc0tF-Y,UCtTG5io438lSycsMrrEIYNg,"Van a caer porque no se en el resto de españa, pero no habia visto tanta nueva construcción desde la burbuja. Cierto que ha cenido mucha gente pero no se yo....",[0. 0. 0. ... 0. 0. 0.],caer resto espa habia visto tanta nueva construcci burbuja cierto cenido mucha gent,-1,0.026188049465417862,0.007351092994213104,0.012322941794991493
87,_Df4kc0tF-Y,UCAQU2e_XkZ8CF6-yz6AwhRQ,"Los bancos no están subiendo los tipos de interés, hay que esperar a ver cómo reacciona el mercado laboral porque la gente igual sé sigue hipotecando...",[0. 0. 0. ... 0. 0. 0.],banco subiendo tipo inter esperar reacciona mercado labor gent igual sigu hipotecando,-1,0.06543847918510437,0.01221337728202343,0.03197820857167244
91,h3l46J3jzEk,UC1QGaPaTTCQdmQk-sA15PNA,"si combinas los tipos de interes con lis precios inflados, muy poca gente puede permitirse comprar una casa. cuanta gente gana 50.000 al año?. muy poca. simplemente llegara un momento en que el porcentaje del sueldo que dedicas a la vivienda llegara a un limite practico.",[0. 0. 0. ... 0. 0. 0.],combina tipo inter precio inflado poca gent pued permitirs comprar casa cuanta gent gana poca simplement llegara momento porcentaj sueldo dedica vivienda llegara limit practico,-1,0.12169317156076431,0.011010262183845043,0.03913663327693939
92,h3l46J3jzEk,UCMsdaGTufOlZLuafF_neiIQ,"Si dicen que no va a bajar, quiere decir que va a bajar y mucho. Pero tienen que aguantar la burbuja lo máximo hasta que explote. Ya está bajando en todos los países a los que seguimos, (EEUU, Alemania...) Pero vienen con lo de siempre Spain is different... Con los intereses por las nubes, el precio de la vivienda solo tiene una dirección. El tiempo lo dirá, yo seguiré esperando.",[0. 0. 0. ... 0. 0. 0.],dicen bajar quier decir bajar aguantar burbuja ximo explot bajando seguimo eeuu alemania vienen siempr spain differ interes nube precio vivienda solo direcci tiempo seguir esperando,-1,0.30813267827033997,0.008502032607793808,0.08726754784584045
100,h3l46J3jzEk,UCxXkMlB7FgPDmGDpj1V70Vw,"Los precios ya están cayendo. Con la inflación actual, que los precios se mantengan o caigan un 5% en Madrid centro ya es una caída muy grande, ¿o no lo ves?
Lo que pasa que la gente no lo ve. En 2007 costaba la vivienda igual que  en 2023, ¿crees eso no es ya una gran bajada? el que no lo vea está ciego. Lo que pasa que la gente quiere que la vivienda en el centro de Madrid de 400.000€ cueste 100.000€ y eso no es realista.
En 2007 hubo casas cayendo de 300.000€ a 240.000€, que contando inflación eran caídas de más del 50% en el centro de Madrid y la gente, como no ve que caen a 100.000€ creen que no ha caído nada.
Otra cosa es cuando éste sistema financiero de locos explote, que lo hará, ahí si que vamos a ver caídas de verdad, pero con el sistema viejo actual, no esperen caídas grandes, no subir ya es caer .",[0. 0. 0. ... 0. 0. 0.],precio cayendo inflaci actual precio mantengan caigan madrid centro grand pasa gent costaba vivienda igual cree gran bajada ciego pasa gent quier vivienda centro madrid cuest realista casa cayendo contando inflaci centro madrid gent caen creen cosa sistema financiero loco explot vamo verdad sistema viejo actual esperen grand subir caer,-1,0.35491734743118286,0.016612758859992027,0.13095426559448242
101,h3l46J3jzEk,UCuDttQr6zM35IxJg94GDAwg,Alucinante la de estafadores y sinvergüenzas que pululan por Youtube.,[0. 0. 0. ... 0. 0. 0.],alucinant estafador sinverg enza pululan youtub,-1,0.02349577285349369,0.009850851260125637,0.022953905165195465
120,vAiV1ddpCsc,UCP2o3vY6NFOFrjixrTfM7WQ,Que pena....espera q lloro😢😢😢,[0. 0. 0. ... 0. 0. 0.],pena espera lloro,-1,0.030535904690623283,0.015415850095450878,0.02569316327571869
122,vAiV1ddpCsc,UCKpvH67b1r6YjjofVlXmg_A,"Si empresas  del tipo de las que ofrecen ""alquileres seguros"" (para ellos lo es) no pidieran el mes de fianza más otros 2 ""como garantía adicional"" , el corriente, el seguro de impagos, el seguro de responsabilidad civil y la ""asesoría por personal shopper"" todo a pagar por los inquilinos,  quizá sería algo más razonable para encontrar vivienda.
Y si tantos no se hubieran metido a construir zulos en antiguos locales comerciales para ponerlos a 1000 euros al mes, la gente podría encontrar viviendas sin la absoluta mafia especuladora que hay detrás. 

Pero sí la ley es malisima",[0. 0. 0. ... 0. 0. 0.],empresa tipo ofrecen alquiler seguro pidieran fianza garant adicion corrient seguro impago seguro responsabilidad civil asesor person shopper pagar inquilino quiz razon encontrar vivienda tanto metido construir zulo antiguo local comercial ponerlo euro gent podr encontrar vivienda absoluta mafia especuladora detr malisima,-1,0.4732023775577545,0.014917542226612568,0.23844972252845764
128,vAiV1ddpCsc,UCKdJO1vpwyp29X8s9rbjrIQ,"0:18 esa norma ya estaba y por lógica la ha de pagar el propietario ya que es el el que utiliza los servicios de anuncio y visitas de la inmobiliaria, otr cosa es que se lo enjareten al inquilino, yo como mucho aceptaría por haber poca oferta y a una mala pagar a medias.",[0. 0. 0. ... 0. 0. 0.],norma gica pagar propietario utiliza servicio anuncio visita inmobiliaria cosa enjareten inquilino aceptar haber poca oferta mala pagar media,-1,0.08688248693943024,0.014324394054710865,0.032524652779102325
142,poinxEUkLcg,UCX28zNJP5Et0qBjNNpERwIA,"El gobierno especula con la vida de las personas ,el capital especula ,con la vivienda de las persona estamos en una sociedad puramente especulativa",[0. 0. 0. ... 0. 0. 0.],gobierno especula vida persona capit especula vivienda persona sociedad purament especulativa,-1,0.15266349911689758,0.014767526648938656,0.07112602889537811
144,poinxEUkLcg,UCtihbP8qf1mRHfwGvH2GhlQ,Empiezo a estar cansado de todo ésto.. inflación pisos por las nubes... Cesta de la compra cada día más cara... Sánchez .. gracias . Ojalá te coman las moscas. Acabas de destrozar nuestras vidas 😢,[0. 0. 0. ... 0. 0. 0.],empiezo cansado inflaci piso nube cesta compra cada cara nchez gracia ojal coman mosca acaba destrozar vida,-1,0.03664817288517952,0.008095809258520603,0.02160630002617836
146,poinxEUkLcg,UCAG-RWduThxDzcrCVo0Tqjw,Pues muy mal por los dirigentes de ese concurso ... Ánimo ... Habrá otros ... 👍👍🤜,[0. 0. 0. ... 0. 0. 0.],pue dirigent concurso nimo habr,-1,0.043739959597587585,0.006476881913840771,0.02652798779308796
148,poinxEUkLcg,UC5oExdYFf0puNqe3_rTwwcg,"Con tanto ruido mediático/político de la  nueva ley de vivienda, es frecuente que el ""ocupador irregular"" no asuma el factor de ilegalidad por la ocupación de una vivienda que no es suya, como si estuviera legitimado a hacerlo.#mediacionenvivienda #recuperaciondevivienda",[0. 0. 0. ... 0. 0. 0.],ruido medi tico tico nueva vivienda frecuent ocupador irregular asuma factor ilegalidad ocupaci vivienda legitimado hacerlo mediacionenvivienda recuperaciondevivienda,-1,0.07692810148000717,0.01101265661418438,0.03748071566224098
150,poinxEUkLcg,UCp7x0OuNIWzzmWyR1wZHdnA,Poco porque hay poca oferta el ajuste será vía inflación no va a venir una crisis como en el 2008. No hay una sobreoferta que haga bajar el precio. El alquiler subirá sobre todo donde hay mucha demanda no por ejemplo en un pueblo de castilla león pero si en grandes ciudades y a mi me parece bien que pongan límites a las subidas de pisos ya con inquilinos,[0. 0. 0. ... 0. 0. 0.],poca oferta ajust inflaci venir crisi sobreoferta haga bajar precio alquil subir mucha demanda ejemplo pueblo castilla grand ciudad parec bien pongan mite subida piso inquilino,-1,0.06782151758670807,0.008238930255174637,0.029076330363750458
152,poinxEUkLcg,UCaxIfaTu825i_ksecy-5t6w,"El mercado immobiliario español es una anomalia y una vergüenza dentro de Europa. Pagamos 2 o 3 veces mas por immuebles equivalentes en Francia, Bélgica, Holanda o Alemania. En comparación con estos países y teniendo en cuenta los salarios mínimos respectivos, el esfuerzo de una familia por adquirir un immueble en España es brutal y desproporcionado.",[0. 0. 0. ... 0. 0. 0.],mercado immobiliario espa anomalia verg enza dentro europa pagamo vece immuebl equivalent francia lgica holanda alemania comparaci cuenta salario nimo respectivo esfuerzo familia adquirir immuebl espa brutal desproporcionado,-1,0.5789417028427124,0.01033262349665165,0.231473907828331
159,_ki6Bq9P5aQ,UCbyTONdDsyaFj9WuTMuG7Mw,"Buenisimo , he visto cientos de vídeos de toda índole , pero nunca uno que explicara tan claramente todo lo que tiene que hacer y pagar en espana , he visto miles de propiedades en idealista y otras compañías , pero ninguna te explica exactamente todo eso de el iva y Los otros  gastos , o lo que significan , esta bueno el vídeo y te lo agradezco y te felicito, adelante y mil bendiciones👍👍👍🤗🤗",[0. 0. 0. ... 0. 0. 0.],buenisimo visto ciento deo toda ndole nunca explicara clarament hacer pagar espana visto mile propiedad idealista compa ninguna explica exactament gasto significan bueno agradezco felicito adelant bendicion,-1,0.05645439773797989,0.0065000527538359165,0.021825531497597694
162,_ki6Bq9P5aQ,UCmj17zMOTTGdyr5Lq9-mpgw,No me cuentes tu vida - más consejos. Menudo video 😢,[0. 0. 0. ... 0. 0. 0.],cuent vida consejo menudo video,-1,0.010201873257756233,0.011144666001200676,0.011305846273899078
166,_ki6Bq9P5aQ,UCYbbd6EVdM1tufV4OM3nO3Q,"Esperó que quiebren todas las inmobiliarias,",[0. 0. 0. ... 0. 0. 0.],esper quiebren toda inmobiliaria,-1,0.22013890743255615,0.010409453883767128,0.06977451592683792
173,_ki6Bq9P5aQ,UCt8hcZOBFZw3kanRKWe69mw,"Muchas gracias por los datos, evita hablar tanto pana.",[0. 0. 0. ... 0. 0. 0.],mucha gracia dato evita hablar pana,-1,0.034281134605407715,0.02605615369975567,0.022127456963062286
174,XuKTTnNeBQc,UCoFN_aJSqul08c2qMCCA62g,"Odio los pisos y las ciudades de 15 minutos, es comunismo urbanístico disfrazado. Da falta de libertad, hace que practicamente sea un locura tener una familia en un espacio tan reducido, cero intimidad, te hace totalmente dependiente del transporte publico, se generan guetos y gentrificación. Que yo no digo tengo que en grandes ciudades con alta densidad de poblacion, pueda ser necesario los pisos pero no tiene ningun sentido que en España hasta los pueblos mas remotos todos tengamos que vivir en pisos.  Y tambien una cosa que no entiendo, es si España apuesta por un modelo basado en pisos porque se limita tanto la altura de los edificios, es horrible porque combina lo peor del modelo de casas unifamiliares que es el desaprovechamiento del espacio y las rascacielos que es la intimidad y el espacio espacio interior. Si hay que hacer piso, que dejen hacerlos mas altos.",[0. 0. 0. ... 0. 0. 0.],odio piso ciudad minuto comunismo urban stico disfrazado falta libertad hace practicament locura tener familia espacio reducido cero intimidad hace totalment dependient transport publico generan gueto gentrificaci digo grand ciudad alta densidad poblacion pueda necesario piso ningun espa pueblo remoto vivir piso tambien cosa entiendo espa apuesta modelo basado piso limita altura edificio horribl combina peor modelo casa unifamiliar desaprovechamiento espacio rascacielo intimidad espacio espacio interior hacer piso dejen hacerlo alto,-1,0.4831271469593048,0.010983264073729515,0.1923835575580597
175,XuKTTnNeBQc,UCd-d_1B2AQYfLoyoFPAybUA,"Ignora el clima completamente, los paises donde le agua es escasa tienden a  la concentracion por motivos obvios.",[0. 0. 0. ... 0. 0. 0.],ignora clima completament pais agua escasa tienden concentracion motivo obvio,-1,0.11451856791973114,0.010015347972512245,0.03550038859248161
176,XuKTTnNeBQc,UC8gAPeOlpAHip7Q9uguSgzg,"Ejemplo e masificación: Canarias. Todo el mundo quiere venir a vivir aquí y NO CABEMOS. Todo caro, el tráfico imposible y no queremos destrozar más territorio, ni con viviendas de millones de euros (que no van a ser para españoles en su gran mayoría) ni con más carreteras ni más puertos. Y los políticos hacen lo que les da la gana, sin escuchar a los canarios.",[0. 0. 0. ... 0. 0. 0.],ejemplo masificaci canaria mundo quier venir vivir cabemo caro fico impos queremo destrozar territorio vivienda millon euro espa ole gran mayor carretera puerto tico hacen gana escuchar canario,-1,0.42280223965644836,0.008592469617724419,0.13089212775230408
177,XuKTTnNeBQc,UC-4ET6j7ayfq5XmwVLMcZdQ,"Con la total INSEGURIDAD JURIDICA, es de altisimo riesgo que un propietario PONGA SU VIVIENDA en ALQUILER.  !!DEROGACION leyezuela urgente !!",[0. 0. 0. ... 0. 0. 0.],total inseguridad juridica altisimo riesgo propietario ponga vivienda alquil derogacion leyezuela urgent,-1,0.058576613664627075,0.00632476108148694,0.02548215724527836
180,XuKTTnNeBQc,UCKzKo4SClF_F-0l-Su64fsw,Liberalización del suelo ¡ya! Se acabaría mucha de la corrupción existente q generalmente está en las áreas de urbanismo. Despierten!!!!,[0. 0. 0. ... 0. 0. 0.],liberalizaci suelo acabar mucha corrupci existent generalment rea urbanismo despierten,-1,0.04888460785150528,0.005434881430119276,0.021048201248049736
181,XuKTTnNeBQc,UCKzKo4SClF_F-0l-Su64fsw,"Caray! Piensen un poquito. A la administración le interesa cobrar mucho por poco. Si usted en 400 m. cobra 30 IBI más los garajes y trasteros si los tiene, 30 tasas de basura ¡ es una ganga! 20m de asfalto, de aceras, de desagües, de tuberías y la basura concentrada. Ahora contraponen 30 viviendas con 200m2 de parcela cada una ¿ Cuánto asfalto, aceras, tuberías, contenedores de basura ¿ qué piensan que va a promover la administración? Hay muchas personas q les gustaría tener su chaleco incluso un chalet o una buena parcela pero ¿ quién se lo puede permitir?",[0. 0. 0. ... 0. 0. 0.],caray piensen poquito administraci interesa cobrar ust cobra garaj trastero tasa basura ganga asfalto acera desag tuber basura concentrada ahora contraponen vivienda parcela cada asfalto acera tuber contenedor basura piensan promov administraci mucha persona gustar tener chaleco incluso chalet buena parcela pued permitir,-1,0.20671311020851135,0.007669346407055855,0.059181276708841324
184,L9Y0h6wRrBY,UCmn1Bf5DD3P-YDGrBEoFu5g,Es muy preocupante el tema de los jóvenes en España a nivel general.,[0. 0. 0. ... 0. 0. 0.],preocupant tema vene espa nivel gener,-1,0.022875647991895676,0.02937970869243145,0.02852642722427845
185,L9Y0h6wRrBY,UCSOu0ns0isOxsuwXPpr9RuQ,"Lo tenemos fatal para poder comprar una vivienda hoy en día con un trabajo normal, es muy triste para los jovenes.",[0. 0. 0. ... 0. 0. 0.],fatal poder comprar vivienda trabajo normal trist joven,-1,0.030431251972913742,0.007004952989518642,0.015029148198664188
187,L9Y0h6wRrBY,UCWpQ5k0wQv_TUy07jcwJv0Q,Están pagando las consecuencias de lo mal que han votado sus padres en el pasado 😢,[0. 0. 0. ... 0. 0. 0.],pagando consecuencia votado padr pasado,-1,0.03122653253376484,0.014349596574902534,0.023698238655924797
188,L9Y0h6wRrBY,UCZx2PKesZhNHs6KKBrt_DSw,Es escalofriante caer en la cuenta de que la inmensa mayoría de los seres humanos pasan por la vida sin siquiera enterarse.,[0. 0. 0. ... 0. 0. 0.],escalofriant caer cuenta inmensa mayor sere humano pasan vida siquiera enterars,-1,0.019316958263516426,0.00506324740126729,0.011793909594416618
189,L9Y0h6wRrBY,UCCGBxVGrB7qhE5H1ONihGaA,"Totalmente de acuerdo, está fatal el panorama.",[0. 0. 0. ... 0. 0. 0.],totalment acuerdo fatal panorama,-1,0.02447126992046833,0.01594667322933674,0.023496724665164948
192,L9Y0h6wRrBY,UC8NnFqRJdJIkveoaM_UcYzQ,"Tantas administraciones y 3,5 M de funcionarios son la ruina.",[0. 0. 0. ... 0. 0. 0.],tanta administracion funcionario ruina,-1,0.07747652381658554,0.00913944561034441,0.028962213546037674
194,L9Y0h6wRrBY,UC6Y5dJMEe4SXtpaJH1xC01Q,"Es imposible pagar 600-700€ por el alquiler de un piso cuando cobras 1400-1500€. Si sumas la luz, agua, internet, pues te quedas con una m**da. Yo intenté alquilar un piso en un pueblo que está cerca del polígono industrial donde trabajo pero es imposible. No encuentras alquiler por debajo de 650-700€. El pueblo está en medio de la nada, no tiene bus, no tiene metro pero te cobran una barbaridad para vivir ahí. Se aprovechan sabiendo que el polígono está cerca y que mucha gente está buscando alquiler ahí. El pueblo más cercano está a 1-2 kilómetros de distancia y tienes que ir andando, en bici o en patinete en caso de no tener coche porque bus no hay en ese pueblo. Es muy triste que tantos jovenes no pueden permitirse ni siquiera un alquiler, ya no digo de comprar una casa. Si no tienes a alguien con quien compartir el piso pues no te queda otra que seguir con los familiares.",[0. 0. 0. ... 0. 0. 0.],impos pagar alquil piso cobra suma agua internet pue queda intent alquilar piso pueblo cerca gono industri trabajo impos encuentra alquil debajo pueblo medio metro cobran barbaridad vivir aprovechan sabiendo gono cerca mucha gent buscando alquil pueblo cercano metro distancia andando bici patinet caso tener coch pueblo trist tanto joven pueden permitirs siquiera alquil digo comprar casa alguien compartir piso pue queda seguir familiar,-1,0.27487635612487793,0.007846866734325886,0.0801447406411171
195,L9Y0h6wRrBY,UCl7hQwJ5rDjdDvwlzzeHJBg,"A2030 “ no tendrás nada y serás feliz”, la agenda disfrazada de colorines, la peor dictadura de control digital para la miseria y el sometimiento. 

Ingenioso Hidalgo 
23-10-23 dC
Año IV Dictadura2030",[0. 0. 0. ... 0. 0. 0.],tendr feliz agenda disfrazada colorin peor dictadura control digit miseria sometimiento ingenioso hidalgo dictadura,-1,0.15240027010440826,0.01187691930681467,0.07255911082029343
196,L9Y0h6wRrBY,UCl7hQwJ5rDjdDvwlzzeHJBg,"Mientras los grandes fondos, con todos sus medios y desde sus diversas formas, tengan interés en destruir nuestra nación, no tenemos la conversación que nos encamine a una solución, o al menos a concretar la causa del problema.

Ingenioso Hidalgo

5-10-2023 dC
Año IV Dictadura2030",[0. 0. 0. ... 0. 0. 0.],mientra grand fondo medio diversa forma inter destruir naci conversaci encamin soluci meno concretar causa problema ingenioso hidalgo dictadura,-1,0.12478596717119217,0.011620861478149891,0.05629101023077965
